order_id,tracking,declared_weight,carrier_total,outvio_estimate,factura,servicio,destino,billed_weight,weight_check,billed_portes,importe,scope,zone_or_country,expected_portes,diff,verdict,note,fuel_period,billed_fuel,expected_fuel,fuel_verdict,fuel_diff,cost_diff
26021389,4619466,,5.86,0.0,72531,S-24,SSE,6.9,no-declared,5.41,5.86,national,area_bcn/corto/medio/largo,5.41,0.0,OK,,2026-04-20..2026-04-26,0.45,0.46,OK,-0.01,-0.01
26021411,4619476,,5.86,0.0,72531,S-24,MAD,8.965,no-declared,5.41,5.86,national,area_bcn/corto/medio/largo,5.41,0.0,OK,,2026-04-20..2026-04-26,0.45,0.46,OK,-0.01,-0.01
26021442,4619491,,5.86,0.0,72531,S-24,MAD,7.7,no-declared,5.41,5.86,national,area_bcn/corto/medio/largo,5.41,0.0,OK,,2026-04-20..2026-04-26,0.45,0.46,OK,-0.01,-0.01
26021443,4619492,,5.86,0.0,72531,S-24,MAD,7.1,no-declared,5.41,5.86,national,area_bcn/corto/medio/largo,5.41,0.0,OK,,2026-04-20..2026-04-26,0.45,0.46,OK,-0.01,-0.01
26021497,4619505,,5.86,0.0,72531,S-24,MAD,6.25,no-declared,5.41,5.86,national,area_bcn/corto/medio/largo,5.41,0.0,OK,,2026-04-20..2026-04-26,0.45,0.46,OK,-0.01,-0.01
26021507,4619511,,5.86,0.0,72531,S-24,MAD,7.426,no-declared,5.41,5.86,national,area_bcn/corto/medio/largo,5.41,0.0,OK,,2026-04-20..2026-04-26,0.45,0.46,OK,-0.01,-0.01
156410 SAT / C114392,3789923,,5.86,0.0,72531,S-24,BAR,5.002,no-declared,5.41,5.86,national,area_bcn/corto/medio/largo,5.41,0.0,OK,,2026-04-20..2026-04-26,0.45,0.46,OK,-0.01,-0.01
26021667,4636790,,5.86,0.0,72531,S-24,VAL,5.8,no-declared,5.41,5.86,national,area_bcn/corto/medio/largo,5.41,0.0,OK,,2026-04-20..2026-04-26,0.45,0.46,OK,-0.01,-0.01
26021684,4636797,,5.86,0.0,72531,S-24,MUR,6.988,no-declared,5.41,5.86,national,area_bcn/corto/medio/largo,5.41,0.0,OK,,2026-04-20..2026-04-26,0.45,0.46,OK,-0.01,-0.01
26021710,4636803,,5.86,0.0,72531,S-24,ALI,7.2,no-declared,5.41,5.86,national,area_bcn/corto/medio/largo,5.41,0.0,OK,,2026-04-20..2026-04-26,0.45,0.46,OK,-0.01,-0.01
26021713,4636805,,5.86,0.0,72531,S-24,ALI,9.662,no-declared,5.41,5.86,national,area_bcn/corto/medio/largo,5.41,0.0,OK,,2026-04-20..2026-04-26,0.45,0.46,OK,-0.01,-0.01
26021719,4636809,,5.86,0.0,72531,S-24,BIL,6.8,no-declared,5.41,5.86,national,area_bcn/corto/medio/largo,5.41,0.0,OK,,2026-04-20..2026-04-26,0.45,0.46,OK,-0.01,-0.01
26021721,4636811,,5.86,0.0,72531,S-24,MUR,8.95,no-declared,5.41,5.86,national,area_bcn/corto/medio/largo,5.41,0.0,OK,,2026-04-20..2026-04-26,0.45,0.46,OK,-0.01,-0.01
26021726,4636815,,5.86,0.0,72531,S-24,CAC,9.8,no-declared,5.41,5.86,national,area_bcn/corto/medio/largo,5.41,0.0,OK,,2026-04-20..2026-04-26,0.45,0.46,OK,-0.01,-0.01
26021836,4636872,,5.86,0.0,72531,S-24,MAD,6.55,no-declared,5.41,5.86,national,area_bcn/corto/medio/largo,5.41,0.0,OK,,2026-04-20..2026-04-26,0.45,0.46,OK,-0.01,-0.01
26021838,4636874,,5.86,0.0,72531,S-24,VIG,9.947,no-declared,5.41,5.86,national,area_bcn/corto/medio/largo,5.41,0.0,OK,,2026-04-20..2026-04-26,0.45,0.46,OK,-0.01,-0.01
26021845,4636881,,5.86,0.0,72531,S-24,BIL,6.8,no-declared,5.41,5.86,national,area_bcn/corto/medio/largo,5.41,0.0,OK,,2026-04-20..2026-04-26,0.45,0.46,OK,-0.01,-0.01
26021856,4636887,,5.86,0.0,72531,S-24,LAC,5.95,no-declared,5.41,5.86,national,area_bcn/corto/medio/largo,5.41,0.0,OK,,2026-04-20..2026-04-26,0.45,0.46,OK,-0.01,-0.01
26021860,4636891,,5.86,0.0,72531,S-24,VAL,5.45,no-declared,5.41,5.86,national,area_bcn/corto/medio/largo,5.41,0.0,OK,,2026-04-20..2026-04-26,0.45,0.46,OK,-0.01,-0.01
26021801,4636895,,5.86,0.0,72531,S-24,MAD,9.947,no-declared,5.41,5.86,national,area_bcn/corto/medio/largo,5.41,0.0,OK,,2026-04-20..2026-04-26,0.45,0.46,OK,-0.01,-0.01
26021874,4636901,,5.86,0.0,72531,S-24,SAN,8.4,no-declared,5.41,5.86,national,area_bcn/corto/medio/largo,5.41,0.0,OK,,2026-04-20..2026-04-26,0.45,0.46,OK,-0.01,-0.01
26021875,4636902,,5.86,0.0,72531,S-24,SSE,6.529,no-declared,5.41,5.86,national,area_bcn/corto/medio/largo,5.41,0.0,OK,,2026-04-20..2026-04-26,0.45,0.46,OK,-0.01,-0.01
26021889,4688981,,5.86,0.0,72531,S-24,LOG,7.939,no-declared,5.41,5.86,national,area_bcn/corto/medio/largo,5.41,0.0,OK,,2026-04-27..2026-05-03,0.45,0.45,OK,0.0,0.0
26021902,4688990,,5.86,0.0,72531,S-24,VIT,9.996,no-declared,5.41,5.86,national,area_bcn/corto/medio/largo,5.41,0.0,OK,,2026-04-27..2026-05-03,0.45,0.45,OK,0.0,0.0
26021906,4688997,,5.86,0.0,72531,S-24,OVI,6.596,no-declared,5.41,5.86,national,area_bcn/corto/medio/largo,5.41,0.0,OK,,2026-04-27..2026-05-03,0.45,0.45,OK,0.0,0.0
26021925,4689012,,5.86,0.0,72531,S-24,BIL,6.552,no-declared,5.41,5.86,national,area_bcn/corto/medio/largo,5.41,0.0,OK,,2026-04-27..2026-05-03,0.45,0.45,OK,0.0,0.0
26021932,4689029,,5.86,0.0,72531,S-24,LAC,6.361,no-declared,5.41,5.86,national,area_bcn/corto/medio/largo,5.41,0.0,OK,,2026-04-27..2026-05-03,0.45,0.45,OK,0.0,0.0
26021947,4689071,,5.86,0.0,72531,S-24,MUR,9.378,no-declared,5.41,5.86,national,area_bcn/corto/medio/largo,5.41,0.0,OK,,2026-04-27..2026-05-03,0.45,0.45,OK,0.0,0.0
26021971,4689095,,5.86,0.0,72531,S-24,ALI,6.912,no-declared,5.41,5.86,national,area_bcn/corto/medio/largo,5.41,0.0,OK,,2026-04-27..2026-05-03,0.45,0.45,OK,0.0,0.0
26021975,4689097,,5.86,0.0,72531,S-24,MAD,9.2,no-declared,5.41,5.86,national,area_bcn/corto/medio/largo,5.41,0.0,OK,,2026-04-27..2026-05-03,0.45,0.45,OK,0.0,0.0
26021997,4689107,,5.86,0.0,72531,S-24,ZAM,6.318,no-declared,5.41,5.86,national,area_bcn/corto/medio/largo,5.41,0.0,OK,,2026-04-27..2026-05-03,0.45,0.45,OK,0.0,0.0
26022159,4689182,,5.86,0.0,72531,S-24,MAL,7.341,no-declared,5.41,5.86,national,area_bcn/corto/medio/largo,5.41,0.0,OK,,2026-04-27..2026-05-03,0.45,0.45,OK,0.0,0.0
26022160,4689183,,5.86,0.0,72531,S-24,JAE,7.168,no-declared,5.41,5.86,national,area_bcn/corto/medio/largo,5.41,0.0,OK,,2026-04-27..2026-05-03,0.45,0.45,OK,0.0,0.0
26022176,4721391,,5.86,0.0,72531,S-24,ZAR,5.04,no-declared,5.41,5.86,national,area_bcn/corto/medio/largo,5.41,0.0,OK,,2026-04-27..2026-05-03,0.45,0.45,OK,0.0,0.0
26022177,4721392,,5.86,0.0,72531,S-24,ZAR,5.6,no-declared,5.41,5.86,national,area_bcn/corto/medio/largo,5.41,0.0,OK,,2026-04-27..2026-05-03,0.45,0.45,OK,0.0,0.0
26022178,4721393,,5.86,0.0,72531,S-24,SEV,6.0,no-declared,5.41,5.86,national,area_bcn/corto/medio/largo,5.41,0.0,OK,,2026-04-27..2026-05-03,0.45,0.45,OK,0.0,0.0
26022185,4721396,,5.86,0.0,72531,S-24,ALB,7.34,no-declared,5.41,5.86,national,area_bcn/corto/medio/largo,5.41,0.0,OK,,2026-04-27..2026-05-03,0.45,0.45,OK,0.0,0.0
26022196,4721403,,5.86,0.0,72531,S-24,MAD,6.8,no-declared,5.41,5.86,national,area_bcn/corto/medio/largo,5.41,0.0,OK,,2026-04-27..2026-05-03,0.45,0.45,OK,0.0,0.0
26022229,4721430,,5.86,0.0,72531,S-24,MAL,6.528,no-declared,5.41,5.86,national,area_bcn/corto/medio/largo,5.41,0.0,OK,,2026-04-27..2026-05-03,0.45,0.45,OK,0.0,0.0
26022292,4721502,,5.86,0.0,72531,S-24,SEV,6.528,no-declared,5.41,5.86,national,area_bcn/corto/medio/largo,5.41,0.0,OK,,2026-04-27..2026-05-03,0.45,0.45,OK,0.0,0.0
26022142,4721558,,5.86,0.0,72531,S-24,MAD,8.4,no-declared,5.41,5.86,national,area_bcn/corto/medio/largo,5.41,0.0,OK,,2026-04-27..2026-05-03,0.45,0.45,OK,0.0,0.0
26022392,4738696,,5.86,0.0,72531,S-24,ALI,6.529,no-declared,5.41,5.86,national,area_bcn/corto/medio/largo,5.41,0.0,OK,,2026-04-27..2026-05-03,0.45,0.45,OK,0.0,0.0
26022415,4738710,,5.86,0.0,72531,S-24,MAD,9.75,no-declared,5.41,5.86,national,area_bcn/corto/medio/largo,5.41,0.0,OK,,2026-04-27..2026-05-03,0.45,0.45,OK,0.0,0.0
26022424,4738715,,5.86,0.0,72531,S-24,CAS,6.35,no-declared,5.41,5.86,national,area_bcn/corto/medio/largo,5.41,0.0,OK,,2026-04-27..2026-05-03,0.45,0.45,OK,0.0,0.0
26022430,4738722,,5.86,0.0,72531,S-24,ALB,5.084,no-declared,5.41,5.86,national,area_bcn/corto/medio/largo,5.41,0.0,OK,,2026-04-27..2026-05-03,0.45,0.45,OK,0.0,0.0
26022491,4738737,,5.86,0.0,72531,S-24,CAS,5.248,no-declared,5.41,5.86,national,area_bcn/corto/medio/largo,5.41,0.0,OK,,2026-04-27..2026-05-03,0.45,0.45,OK,0.0,0.0
26022497,4738741,,5.86,0.0,72531,S-24,MAL,6.85,no-declared,5.41,5.86,national,area_bcn/corto/medio/largo,5.41,0.0,OK,,2026-04-27..2026-05-03,0.45,0.45,OK,0.0,0.0
ES26022941,4785503,0.35,5.86,4.27,72531,S-24,MAL,5.4,STRAY-HIGH,5.41,5.86,national,area_bcn/corto/medio/largo,5.41,0.0,OK,,2026-04-27..2026-05-03,0.45,0.45,OK,0.0,0.0
ES26022943,4785566,0.18,5.86,4.27,72531,S-24,CAC,5.4,STRAY-HIGH,5.41,5.86,national,area_bcn/corto/medio/largo,5.41,0.0,OK,,2026-04-27..2026-05-03,0.45,0.45,OK,0.0,0.0
Z97X-2604-172360,4230802,,5.89,3.17,72531,*B2C,ALG,5.4,no-declared,4.77,5.89,national,area_bcn/corto/medio/largo,4.77,0.0,OK,,2026-04-06..2026-04-12,0.37,0.37,OK,0.0,0.0
ES26016831,4162970,6.58,5.93,3.4,72531,*B2C,SSE,7.9,ok,5.32,5.93,national,area_bcn/corto/medio/largo,5.32,0.0,OK,,2026-03-30..2026-04-05,0.41,0.41,OK,0.0,0.0
ES26019010,4407934,7.2,12.17,3.38,72531,*B2C,SAN,16.2,STRAY-HIGH,10.94,12.17,national,area_bcn/corto/medio/largo,10.94,0.0,OK,,2026-04-13..2026-04-19,0.83,0.83,OK,0.0,0.0
26020051,4486074,,6.0,0.0,72531,S-24,BAR,16.77,no-declared,5.58,6.0,national,area_bcn/corto/medio/largo,5.58,0.0,OK,,2026-04-13..2026-04-19,0.42,0.42,OK,0.0,0.0
26020055,4486076,,6.0,0.0,72531,S-24,BAR,16.856,no-declared,5.58,6.0,national,area_bcn/corto/medio/largo,5.58,0.0,OK,,2026-04-13..2026-04-19,0.42,0.42,OK,0.0,0.0
26020058,4486080,,6.0,0.0,72531,S-24,BAR,16.856,no-declared,5.58,6.0,national,area_bcn/corto/medio/largo,5.58,0.0,OK,,2026-04-13..2026-04-19,0.42,0.42,OK,0.0,0.0
26020338,4501205,,6.0,0.0,72531,S-24,BAR,16.856,no-declared,5.58,6.0,national,area_bcn/corto/medio/largo,5.58,0.0,OK,,2026-04-13..2026-04-19,0.42,0.42,OK,0.0,0.0
Z97X-2604-172132,4173244,,10.18,3.17,72531,*B2C,BAR,5.4,no-declared,4.22,10.18,national,area_bcn/corto/medio/largo,4.22,0.0,OK,,2026-03-30..2026-04-05,0.71,0.33,MISMATCH,0.38,0.38
ES26018352,4347507,22.9,13.59,5.78,72531,*B2C,MUR,25.75,ok,12.43,13.59,national,area_bcn/corto/medio/largo,12.43,0.0,OK,,2026-04-06..2026-04-12,0.96,0.96,OK,0.0,0.0
ES26018412,4347927,23.6,13.59,5.78,72531,*B2C,MUR,27.2,ok,12.43,13.59,national,area_bcn/corto/medio/largo,12.43,0.0,OK,,2026-04-06..2026-04-12,0.96,0.96,OK,0.0,0.0
58922-8 20261222081221,9910791,,6.01,0.0,72531,*B2C,BAR,6.156,no-declared,5.54,6.01,national,area_bcn/corto/medio/largo,4.51-5.19,0.35,OVERCHARGE,,2026-04-20..2026-04-26,0.47,0.47,OK,0.0,0.35
ES26022857,4776221,8.12,6.04,8.01,72531,*B2C,MAN,9.76,ok,5.39,6.04,national,area_bcn/corto/medio/largo,5.39,0.0,OK,,2026-04-27..2026-05-03,0.45,0.45,OK,0.0,0.0
26020798,4568115,,6.05,0.0,72531,S-24,MAN,18.794,no-declared,5.58,6.05,national,area_bcn/corto/medio/largo,5.58,0.0,OK,,2026-04-20..2026-04-26,0.47,0.47,OK,0.0,0.0
26021569,4619535,,6.05,0.0,72531,S-24,BAR,16.05,no-declared,5.58,6.05,national,area_bcn/corto/medio/largo,5.58,0.0,OK,,2026-04-20..2026-04-26,0.47,0.47,OK,0.0,0.0
ES26018355,4347567,5.43,6.08,3.18,72531,*B2C,SAT,7.3,ok,5.64,6.08,national,area_bcn/corto/medio/largo,5.64,0.0,OK,,2026-04-06..2026-04-12,0.44,0.44,OK,0.0,0.0
ES26018474,4363271,6.19,6.08,3.18,72531,*B2C,MAL,6.19,ok,5.19,6.08,national,area_bcn/corto/medio/largo,5.19,0.0,OK,,2026-04-13..2026-04-19,0.39,0.39,OK,0.0,0.0
Z97X-2604-174086,4386131,3.24,6.08,3.02,72531,*B2C,MAD,8.87,STRAY-HIGH,5.65,6.08,national,area_bcn/corto/medio/largo,5.65,0.0,OK,,2026-04-13..2026-04-19,0.43,0.43,OK,0.0,0.0
ES26018868,4400644,,12.04,2.96,72531,*B2C,LOG,24.2,no-declared,10.82,12.04,national,area_bcn/corto/medio/largo,10.82,0.0,OK,,2026-04-13..2026-04-19,0.82,0.82,OK,0.0,0.0
ES26018034,4328280,14.33,12.99,5.09,72531,*B2C,TAR,19.239,ok,8.87,12.99,national,area_bcn/corto/medio/largo,8.87,0.0,OK,,2026-04-06..2026-04-12,0.92,0.69,MISMATCH,0.23,0.23
ES26019049,4411698,,16.16,8.66,72531,CLS,IT,6.09,no-declared,12.93,16.16,international,ITALIA,12.93,0.0,OK,,2026-04-13..2026-04-19,2.58,2.58,OK,0.0,0.0
ES26016930,4170589,5.2,6.15,4.67,72531,*B2C,LEI,5.2,ok,5.1,6.15,national,portugal,5.10,0.0,OK,,2026-03-30..2026-04-05,0.39,0.39,OK,0.0,0.0
Z97X-2604-172285,4185557,,6.15,3.71,72531,*B2C,LIS,5.4,no-declared,5.1,6.15,national,portugal,5.10,0.0,OK,,2026-03-30..2026-04-05,0.39,0.39,OK,0.0,0.0
Z97X-2604-172296,4187211,,6.15,3.71,72531,*B2C,LIS,5.4,no-declared,5.1,6.15,national,portugal,5.10,0.0,OK,,2026-03-30..2026-04-05,0.39,0.39,OK,0.0,0.0
Z97X-2604-172303,4188289,,6.15,3.71,72531,*B2C,SEM,5.4,no-declared,5.1,6.15,national,portugal,5.10,0.0,OK,,2026-03-30..2026-04-05,0.39,0.39,OK,0.0,0.0
Z97X-2604-172306,4188491,,6.15,3.71,72531,*B2C,OPO,5.4,no-declared,5.1,6.15,national,portugal,5.10,0.0,OK,,2026-03-30..2026-04-05,0.39,0.39,OK,0.0,0.0
ES26018212,4346054,68.74,20.15,12.95,72531,*B2C,BUR,68.74,ok,18.7,20.15,national,area_bcn/corto/medio/largo,18.70,0.0,OK,heavy-approx,2026-04-06..2026-04-12,1.45,1.45,OK,0.0,0.0
ES26017114,4180461,3.3,6.26,3.23,72531,*B2C,BAR,9.898,STRAY-HIGH,5.39,6.26,national,area_bcn/corto/medio/largo,5.39,0.0,OK,,2026-03-30..2026-04-05,0.42,0.42,OK,0.0,0.0
ES26018763,4397372,5.18,6.27,3.38,72531,*B2C,HUL,7.746,ok,5.64,6.27,national,area_bcn/corto/medio/largo,5.64,0.0,OK,,2026-04-13..2026-04-19,0.43,0.43,OK,0.0,0.0
ES26018812,4399314,6.6,6.27,3.38,72531,*B2C,CAD,7.7,ok,5.64,6.27,national,area_bcn/corto/medio/largo,5.64,0.0,OK,,2026-04-13..2026-04-19,0.43,0.43,OK,0.0,0.0
ES26018172,4333015,4.69,6.29,3.38,72531,*B2C,ALI,8.432,STRAY-HIGH,5.65,6.29,national,area_bcn/corto/medio/largo,5.65,0.0,OK,,2026-04-06..2026-04-12,0.44,0.44,OK,0.0,0.0
ES26017603,1915693,0.2,6.29,7.84,72531,*DEV,BAR,0.2,ok,5.81,6.29,,,,,UNVERIFIED,service not modelled (*DEV),2026-04-27..2026-05-03,0.48,,NO-INDEX,,
26020481,4537546,,6.36,0.0,72531,S-24,MAD,6.1,no-declared,5.41,6.36,national,area_bcn/corto/medio/largo,5.41,0.0,OK,,2026-04-20..2026-04-26,0.45,0.46,OK,-0.01,-0.01
26020499,4537555,,6.36,0.0,72531,S-24,CAS,6.2,no-declared,5.41,6.36,national,area_bcn/corto/medio/largo,5.41,0.0,OK,,2026-04-20..2026-04-26,0.45,0.46,OK,-0.01,-0.01
26020892,4568191,,6.36,0.0,72531,S-24,SEV,7.0,no-declared,5.41,6.36,national,area_bcn/corto/medio/largo,5.41,0.0,OK,,2026-04-20..2026-04-26,0.45,0.46,OK,-0.01,-0.01
26021270,4592741,,6.36,0.0,72531,S-24,SAT,6.2,no-declared,5.41,6.36,national,area_bcn/corto/medio/largo,5.41,0.0,OK,,2026-04-20..2026-04-26,0.45,0.46,OK,-0.01,-0.01
Z97X-2604-173654,4347655,6.48,21.38,13.61,72531,CLS,AT,14.969,STRAY-HIGH,17.28,21.38,international,AUSTRIA,17.28,0.0,OK,,2026-04-06..2026-04-12,3.45,3.37,MISMATCH,0.08,0.08
Z97X-2604-172353,4230229,,6.4,3.71,72531,*B2C,COI,5.4,no-declared,5.1,6.4,national,portugal,5.10,0.0,OK,,2026-04-06..2026-04-12,0.39,0.39,OK,0.0,0.0
Z97X-2604-172354,4230332,,6.4,3.71,72531,*B2C,OPO,5.4,no-declared,5.1,6.4,national,portugal,5.10,0.0,OK,,2026-04-06..2026-04-12,0.39,0.39,OK,0.0,0.0
Z97X-2604-173742,4348266,3.24,6.4,3.88,72531,*B2C,LIS,5.4,STRAY-HIGH,5.1,6.4,national,portugal,5.10,0.0,OK,,2026-04-06..2026-04-12,0.39,0.39,OK,0.0,0.0
26019955,4486056,,6.41,0.0,72531,S-24,BAR,0.01,no-declared,2.96,6.41,national,area_bcn/corto/medio/largo,2.96,0.0,OK,,2026-04-13..2026-04-19,0.45,0.45,OK,0.0,0.0
ES26018808,4399225,13.8,13.77,4.63,72531,*B2C,TAR,26.876,STRAY-HIGH,12.43,13.77,national,area_bcn/corto/medio/largo,12.43,0.0,OK,,2026-04-13..2026-04-19,0.94,0.94,OK,0.0,0.0
Z97X-2604-174835,4442547,3.24,17.31,9.47,72531,CLS,FR,15.604,STRAY-HIGH,14.09,17.31,international,FRANCIA,14.09,0.0,OK,,2026-04-13..2026-04-19,2.82,2.82,OK,0.0,0.0
C010039 / 155797 SAC,1962716,,6.49,0.0,72531,S-24,BAR,1.5,no-declared,3.02,6.49,national,area_bcn/corto/medio/largo,3.02,0.0,OK,,2026-03-30..2026-04-05,0.47,0.47,OK,0.0,0.0
-,153346,,6.5,0.0,,,,,,,,,,,,UNVERIFIED,order not in the SEUR invoice data,,,,NO-INVOICE,,
Z97X-2603-170929,8838740,,6.5,3.17,72531,*DEV,BAR,11.2,no-declared,6.04,6.5,,,,,UNVERIFIED,service not modelled (*DEV),2026-04-13..2026-04-19,0.46,,NO-INDEX,,
C077457 / 156650 SAC,9254306,,6.5,0.0,72531,S-24,BAR,11.088,no-declared,6.04,6.5,national,area_bcn/corto/medio/largo,6.04,0.0,OK,,2026-04-13..2026-04-19,0.46,0.46,OK,0.0,0.0
SEURPRO2604161651463,9894304,,6.5,0.0,72531,S-24,BAR,10.458,no-declared,6.04,6.5,national,area_bcn/corto/medio/largo,6.04,0.0,OK,,2026-04-13..2026-04-19,0.46,0.46,OK,0.0,0.0
26019963,4486019,,6.5,0.0,72531,S-24,ALI,10.55,no-declared,6.04,6.5,national,area_bcn/corto/medio/largo,6.04,0.0,OK,,2026-04-13..2026-04-19,0.46,0.46,OK,0.0,0.0
26019986,4486026,,6.5,0.0,72531,S-24,MAD,12.913,no-declared,6.04,6.5,national,area_bcn/corto/medio/largo,6.04,0.0,OK,,2026-04-13..2026-04-19,0.46,0.46,OK,0.0,0.0
26019998,4486030,,6.5,0.0,72531,S-24,MAD,13.154,no-declared,6.04,6.5,national,area_bcn/corto/medio/largo,6.04,0.0,OK,,2026-04-13..2026-04-19,0.46,0.46,OK,0.0,0.0
C054177 / 157335 SAC,78099,,6.5,0.0,72531,S-24,BAR,11.55,no-declared,6.04,6.5,national,area_bcn/corto/medio/largo,6.04,0.0,OK,,2026-04-13..2026-04-19,0.46,0.46,OK,0.0,0.0
26020109,4501123,,6.5,0.0,72531,S-24,SEV,10.327,no-declared,6.04,6.5,national,area_bcn/corto/medio/largo,6.04,0.0,OK,,2026-04-13..2026-04-19,0.46,0.46,OK,0.0,0.0
26020154,4501136,,6.5,0.0,72531,S-24,GRA,14.402,no-declared,6.04,6.5,national,area_bcn/corto/medio/largo,6.04,0.0,OK,,2026-04-13..2026-04-19,0.46,0.46,OK,0.0,0.0
26020180,4501146,,6.5,0.0,72531,S-24,LEO,11.3,no-declared,6.04,6.5,national,area_bcn/corto/medio/largo,6.04,0.0,OK,,2026-04-13..2026-04-19,0.46,0.46,OK,0.0,0.0
26020200,4501152,,6.5,0.0,72531,S-24,MAD,10.15,no-declared,6.04,6.5,national,area_bcn/corto/medio/largo,6.04,0.0,OK,,2026-04-13..2026-04-19,0.46,0.46,OK,0.0,0.0
26020219,4501157,,6.5,0.0,72531,S-24,VAD,13.081,no-declared,6.04,6.5,national,area_bcn/corto/medio/largo,6.04,0.0,OK,,2026-04-13..2026-04-19,0.46,0.46,OK,0.0,0.0
26020231,4501162,,6.5,0.0,72531,S-24,TOL,11.8,no-declared,6.04,6.5,national,area_bcn/corto/medio/largo,6.04,0.0,OK,,2026-04-13..2026-04-19,0.46,0.46,OK,0.0,0.0
26020280,4501183,,6.5,0.0,72531,S-24,CAS,12.2,no-declared,6.04,6.5,national,area_bcn/corto/medio/largo,6.04,0.0,OK,,2026-04-13..2026-04-19,0.46,0.46,OK,0.0,0.0
26020284,4501185,,6.5,0.0,72531,S-24,BIL,10.662,no-declared,6.04,6.5,national,area_bcn/corto/medio/largo,6.04,0.0,OK,,2026-04-13..2026-04-19,0.46,0.46,OK,0.0,0.0
26020286,4501187,,6.5,0.0,72531,S-24,MAD,14.033,no-declared,6.04,6.5,national,area_bcn/corto/medio/largo,6.04,0.0,OK,,2026-04-13..2026-04-19,0.46,0.46,OK,0.0,0.0
26020290,4501190,,6.5,0.0,72531,S-24,LOG,13.6,no-declared,6.04,6.5,national,area_bcn/corto/medio/largo,6.04,0.0,OK,,2026-04-13..2026-04-19,0.46,0.46,OK,0.0,0.0
26020327,4501198,,6.5,0.0,72531,S-24,LAC,13.2,no-declared,6.04,6.5,national,area_bcn/corto/medio/largo,6.04,0.0,OK,,2026-04-13..2026-04-19,0.46,0.46,OK,0.0,0.0
26020348,4501211,,6.5,0.0,72531,S-24,VAL,11.9,no-declared,6.04,6.5,national,area_bcn/corto/medio/largo,6.04,0.0,OK,,2026-04-13..2026-04-19,0.46,0.46,OK,0.0,0.0
-,541783,,6.51,0.0,,,,,,,,,,,,UNVERIFIED,order not in the SEUR invoice data,,,,NO-INVOICE,,
C074662 / 156025 SAT,5521788,,6.51,0.0,72531,S-24,BAR,11.0,no-declared,6.04,6.51,national,area_bcn/corto/medio/largo,6.04,0.0,OK,,2026-04-06..2026-04-12,0.47,0.47,OK,0.0,0.0
26020933,4568228,,6.53,0.0,72531,S-24,CAC,1.0,no-declared,3.02,6.53,national,area_bcn/corto/medio/largo,3.02,0.0,OK,,2026-04-20..2026-04-26,0.51,0.51,OK,0.0,0.0
26021877,4688952,,6.54,0.0,72531,S-24,MAD,11.4,no-declared,6.04,6.54,national,area_bcn/corto/medio/largo,6.04,0.0,OK,,2026-04-27..2026-05-03,0.5,0.50,OK,0.0,0.0
26021954,4689089,,6.54,0.0,72531,S-24,MAD,14.805,no-declared,6.04,6.54,national,area_bcn/corto/medio/largo,6.04,0.0,OK,,2026-04-27..2026-05-03,0.5,0.50,OK,0.0,0.0
26022093,4689141,,6.54,0.0,72531,S-24,ALM,11.4,no-declared,6.04,6.54,national,area_bcn/corto/medio/largo,6.04,0.0,OK,,2026-04-27..2026-05-03,0.5,0.50,OK,0.0,0.0
26022104,4689143,,6.54,0.0,72531,S-24,ALG,13.194,no-declared,6.04,6.54,national,area_bcn/corto/medio/largo,6.04,0.0,OK,,2026-04-27..2026-05-03,0.5,0.50,OK,0.0,0.0
26022127,4689167,,6.54,0.0,72531,S-24,MAL,13.714,no-declared,6.04,6.54,national,area_bcn/corto/medio/largo,6.04,0.0,OK,,2026-04-27..2026-05-03,0.5,0.50,OK,0.0,0.0
26022193,4721400,,6.54,0.0,72531,S-24,MAD,10.29,no-declared,6.04,6.54,national,area_bcn/corto/medio/largo,6.04,0.0,OK,,2026-04-27..2026-05-03,0.5,0.50,OK,0.0,0.0
26022197,4721404,,6.54,0.0,72531,S-24,MAL,12.0,no-declared,6.04,6.54,national,area_bcn/corto/medio/largo,6.04,0.0,OK,,2026-04-27..2026-05-03,0.5,0.50,OK,0.0,0.0
26022232,4721431,,6.54,0.0,72531,S-24,MAL,11.2,no-declared,6.04,6.54,national,area_bcn/corto/medio/largo,6.04,0.0,OK,,2026-04-27..2026-05-03,0.5,0.50,OK,0.0,0.0
26022274,4721489,,6.54,0.0,72531,S-24,MAL,12.65,no-declared,6.04,6.54,national,area_bcn/corto/medio/largo,6.04,0.0,OK,,2026-04-27..2026-05-03,0.5,0.50,OK,0.0,0.0
C118780 / 158405 SAT,2548387,,6.54,0.0,72531,S-24,BAR,13.65,no-declared,6.04,6.54,national,area_bcn/corto/medio/largo,6.04,0.0,OK,,2026-04-27..2026-05-03,0.5,0.50,OK,0.0,0.0
26022394,4738698,,6.54,0.0,72531,S-24,MAD,13.25,no-declared,6.04,6.54,national,area_bcn/corto/medio/largo,6.04,0.0,OK,,2026-04-27..2026-05-03,0.5,0.50,OK,0.0,0.0
26022407,4738703,,6.54,0.0,72531,S-24,VAL,10.15,no-declared,6.04,6.54,national,area_bcn/corto/medio/largo,6.04,0.0,OK,,2026-04-27..2026-05-03,0.5,0.50,OK,0.0,0.0
26022416,4738711,,6.54,0.0,72531,S-24,MAD,12.825,no-declared,6.04,6.54,national,area_bcn/corto/medio/largo,6.04,0.0,OK,,2026-04-27..2026-05-03,0.5,0.50,OK,0.0,0.0
