order_id,tracking,declared_weight,carrier_total,outvio_estimate,factura,servicio,destino,billed_weight,weight_check,billed_portes,importe,scope,zone_or_country,expected_portes,diff,verdict,note,fuel_period,billed_fuel,expected_fuel,fuel_verdict,fuel_diff,cost_diff
ES26019156,4426917,13.05,7.34,4.63,72531,*B2C,BAR,13.05,ok,6.45,7.34,national,area_bcn/corto/medio/largo,6.45,0.0,OK,,2026-04-13..2026-04-19,0.49,0.49,OK,0.0,0.0
ES26019674,4458707,,3.98,2.96,72531,*B2C,MAN,3.42,no-declared,3.7,3.98,national,area_bcn/corto/medio/largo,3.70,0.0,OK,,2026-04-13..2026-04-19,0.28,0.28,OK,0.0,0.0
Z97X-2604-172391,4237237,,10.26,8.83,72531,CLS,DE,0.499,no-declared,8.25,10.26,international,ALEMANIA,8.25,0.0,OK,,2026-04-06..2026-04-12,1.61,1.61,OK,0.0,0.0
Z97X-2604-172393,4237661,,10.26,8.83,72531,CLS,DE,1.0,no-declared,8.25,10.26,international,ALEMANIA,8.25,0.0,OK,,2026-04-06..2026-04-12,1.61,1.61,OK,0.0,0.0
ES26022527,4739208,0.19,11.76,10.31,72531,CLS,IT,1.129,STRAY-HIGH,9.47,11.76,international,ITALIA,9.47,0.0,OK,,2026-04-27..2026-05-03,1.89,1.89,OK,0.0,0.0
ES26022533,4739449,0.26,11.76,10.31,72531,CLS,IT,1.058,STRAY-HIGH,9.47,11.76,international,ITALIA,9.47,0.0,OK,,2026-04-27..2026-05-03,1.89,1.89,OK,0.0,0.0
ES26022609,4750945,0.5,11.76,10.31,72531,CLS,IT,1.06,STRAY-HIGH,9.47,11.76,international,ITALIA,9.47,0.0,OK,,2026-04-27..2026-05-03,1.89,1.89,OK,0.0,0.0
ES26022783,4769262,1.0,7.34,7.32,72531,*B2C,MLL,1.0,ok,5.81,7.34,national,baleares,5.81,0.0,OK,,2026-04-27..2026-05-03,0.48,0.48,OK,0.0,0.0
ES26016695,4159958,,10.75,9.27,72531,CLS,IT,0.137,no-declared,8.66,10.75,international,ITALIA,8.66,0.0,OK,,2026-03-30..2026-04-05,1.69,1.69,OK,0.0,0.0
ES26016876,4166585,0.46,10.75,9.27,72531,CLS,IT,0.99,STRAY-HIGH,8.66,10.75,international,ITALIA,8.66,0.0,OK,,2026-03-30..2026-04-05,1.69,1.69,OK,0.0,0.0
ES26016916,4169363,,10.75,9.27,72531,CLS,IT,0.524,no-declared,8.66,10.75,international,ITALIA,8.66,0.0,OK,,2026-03-30..2026-04-05,1.69,1.69,OK,0.0,0.0
Z97X-2604-172390,4237061,,10.75,9.27,72531,CLS,IT,0.4,no-declared,8.66,10.75,international,ITALIA,8.66,0.0,OK,,2026-04-06..2026-04-12,1.69,1.69,OK,0.0,0.0
Z97X-2604-172395,4237799,,10.75,9.27,72531,CLS,IT,1.0,no-declared,8.66,10.75,international,ITALIA,8.66,0.0,OK,,2026-04-06..2026-04-12,1.69,1.69,OK,0.0,0.0
ES26022893,4780937,1.15,8.21,8.27,72531,*B2C,MLL,1.881,STRAY-HIGH,6.56,8.21,national,baleares,6.56,0.0,OK,,2026-04-27..2026-05-03,0.55,0.55,OK,0.0,0.0
ES26022352,4712280,0.36,11.33,9.82,72531,CLS,BE,1.97,STRAY-HIGH,8.9,11.33,international,BELGICA,8.90,0.0,OK,,2026-04-27..2026-05-03,1.78,1.78,OK,0.0,0.0
ES26019746,4462499,,7.12,2.96,72531,*B2C,GRA,0.1,no-declared,3.39,7.12,national,area_bcn/corto/medio/largo,3.39,0.0,OK,,2026-04-13..2026-04-19,0.48,0.48,OK,0.0,0.0
ES26019928,4478073,4.21,4.69,4.0,72531,*B2C,CAD,4.96,ok,4.36,4.69,national,area_bcn/corto/medio/largo,4.36,0.0,OK,,2026-04-13..2026-04-19,0.33,0.33,OK,0.0,0.0
ES26016878,4166634,1.96,11.72,10.13,72531,CLS,IT,1.6,ok,9.47,11.72,international,ITALIA,9.47,0.0,OK,,2026-03-30..2026-04-05,1.85,1.85,OK,0.0,0.0
ES26016917,4169434,1.56,11.72,10.13,72531,CLS,IT,1.2,ok,9.47,11.72,international,ITALIA,9.47,0.0,OK,,2026-03-30..2026-04-05,1.85,1.85,OK,0.0,0.0
ES26018185,4334082,1.0,4.66,3.47,72531,*B2C,LIS,1.642,STRAY-HIGH,3.71,4.66,national,portugal,3.71,0.0,OK,,2026-04-06..2026-04-12,0.29,0.29,OK,0.0,0.0
ES26016447,9813968,1.13,11.32,10.13,51824,CLS,IT,1.909,STRAY-HIGH,9.47,11.72,international,ITALIA,9.47,0.0,OK,,2026-03-30..2026-04-05,1.85,1.85,OK,0.0,0.0
ES26018540,4366180,1.0,4.16,2.96,72531,*B2C,GER,1.428,ok,3.64,4.16,national,area_bcn/corto/medio/largo,3.64,0.0,OK,,2026-04-13..2026-04-19,0.27,0.28,OK,-0.01,-0.01
ES26019044,4411580,1.0,4.16,2.96,72531,*B2C,JAE,1.642,STRAY-HIGH,3.64,4.16,national,area_bcn/corto/medio/largo,3.64,0.0,OK,,2026-04-13..2026-04-19,0.27,0.28,OK,-0.01,-0.01
ES26019394,4440653,,4.16,2.96,72531,*B2C,JAE,1.588,no-declared,3.64,4.16,national,area_bcn/corto/medio/largo,3.64,0.0,OK,,2026-04-13..2026-04-19,0.27,0.28,OK,-0.01,-0.01
ES26017965,4326551,,4.17,2.96,72531,*B2C,VAL,1.596,no-declared,3.64,4.17,national,area_bcn/corto/medio/largo,3.64,0.0,OK,,2026-04-06..2026-04-12,0.28,0.28,OK,0.0,0.0
ES26018514,4365351,3.49,4.23,3.02,72531,*B2C,BAR,4.83,ok,3.93,4.23,national,area_bcn/corto/medio/largo,3.93,0.0,OK,,2026-04-13..2026-04-19,0.3,0.30,OK,0.0,0.0
ES26018804,4399068,2.2,5.23,3.22,72531,*B2C,MAD,5.861,STRAY-HIGH,4.68,5.23,national,area_bcn/corto/medio/largo,4.68,0.0,OK,,2026-04-13..2026-04-19,0.35,0.35,OK,0.0,0.0
ES26019011,4408318,,4.17,2.96,72531,*B2C,MAD,2.15,no-declared,3.88,4.17,national,area_bcn/corto/medio/largo,3.88,0.0,OK,,2026-04-13..2026-04-19,0.29,0.29,OK,0.0,0.0
ES26019013,4408341,,4.17,2.96,72531,*B2C,LOG,2.2,no-declared,3.88,4.17,national,area_bcn/corto/medio/largo,3.88,0.0,OK,,2026-04-13..2026-04-19,0.29,0.29,OK,0.0,0.0
ES26019014,4408369,,4.17,2.96,72531,*B2C,MAD,2.2,no-declared,3.88,4.17,national,area_bcn/corto/medio/largo,3.88,0.0,OK,,2026-04-13..2026-04-19,0.29,0.29,OK,0.0,0.0
ES26019015,4408444,,4.17,2.96,72531,*B2C,CAC,2.2,no-declared,3.88,4.17,national,area_bcn/corto/medio/largo,3.88,0.0,OK,,2026-04-13..2026-04-19,0.29,0.29,OK,0.0,0.0
ES26019019,4409102,,4.17,2.96,72531,*B2C,GRA,2.25,no-declared,3.88,4.17,national,area_bcn/corto/medio/largo,3.88,0.0,OK,,2026-04-13..2026-04-19,0.29,0.29,OK,0.0,0.0
ES26019026,4409382,,4.17,2.96,72531,*B2C,LUG,2.2,no-declared,3.88,4.17,national,area_bcn/corto/medio/largo,3.88,0.0,OK,,2026-04-13..2026-04-19,0.29,0.29,OK,0.0,0.0
ES26019446,4443931,3.47,4.23,3.02,72531,*B2C,MAN,5.0,ok,3.93,4.23,national,area_bcn/corto/medio/largo,3.93,0.0,OK,,2026-04-13..2026-04-19,0.3,0.30,OK,0.0,0.0
ES26019734,4461871,,4.17,2.96,72531,*B2C,TAR,2.05,no-declared,3.88,4.17,national,area_bcn/corto/medio/largo,3.88,0.0,OK,,2026-04-13..2026-04-19,0.29,0.29,OK,0.0,0.0
ES26017591,4287099,0.62,11.97,10.35,72531,CLS,IT,1.129,STRAY-HIGH,9.47,11.97,international,ITALIA,9.47,0.0,OK,,2026-04-06..2026-04-12,1.85,1.85,OK,0.0,0.0
ES26017594,4287290,0.36,11.97,10.35,72531,CLS,IT,1.129,STRAY-HIGH,9.47,11.97,international,ITALIA,9.47,0.0,OK,,2026-04-06..2026-04-12,1.85,1.85,OK,0.0,0.0
ES26017597,4287411,0.2,11.97,10.35,72531,CLS,IT,1.169,STRAY-HIGH,9.47,11.97,international,ITALIA,9.47,0.0,OK,,2026-04-06..2026-04-12,1.85,1.85,OK,0.0,0.0
ES26017598,4287422,0.13,11.97,10.35,72531,CLS,IT,1.06,STRAY-HIGH,9.47,11.97,international,ITALIA,9.47,0.0,OK,,2026-04-06..2026-04-12,1.85,1.85,OK,0.0,0.0
ES26017754,4304869,1.0,11.97,10.35,72531,CLS,IT,1.075,ok,9.47,11.97,international,ITALIA,9.47,0.0,OK,,2026-04-06..2026-04-12,1.85,1.85,OK,0.0,0.0
ES26022438,4733312,,4.96,4.27,72531,*B2C,TAR,3.35,no-declared,4.12,4.96,national,area_bcn/corto/medio/largo,4.12,0.0,OK,,2026-04-27..2026-05-03,0.34,0.34,OK,0.0,0.0
ES26016755,4161394,1.14,4.42,3.17,72531,*B2C,TAR,1.596,ok,3.64,4.42,national,area_bcn/corto/medio/largo,3.64,0.0,OK,,2026-03-30..2026-04-05,0.28,0.28,OK,0.0,0.0
ES26016762,4161440,1.0,4.42,3.17,72531,*B2C,ALI,1.408,ok,3.64,4.42,national,area_bcn/corto/medio/largo,3.64,0.0,OK,,2026-03-30..2026-04-05,0.28,0.28,OK,0.0,0.0
ES26018121,4330720,,4.23,2.96,72531,*B2C,BAR,4.8,no-declared,3.93,4.23,national,area_bcn/corto/medio/largo,3.93,0.0,OK,,2026-04-06..2026-04-12,0.3,0.30,OK,0.0,0.0
ES26017483,4273353,1.0,10.51,8.83,72531,CLS,DE,0.48,stray-low,8.25,10.51,international,ALEMANIA,8.25,0.0,OK,,2026-04-06..2026-04-12,1.61,1.61,OK,0.0,0.0
ES26017484,4273372,1.0,10.51,8.83,72531,CLS,BE,0.549,ok,8.25,10.51,international,BELGICA,8.25,0.0,OK,,2026-04-06..2026-04-12,1.61,1.61,OK,0.0,0.0
ES26017489,4273533,1.0,10.51,8.83,72531,CLS,DE,0.552,ok,8.25,10.51,international,ALEMANIA,8.25,0.0,OK,,2026-04-06..2026-04-12,1.61,1.61,OK,0.0,0.0
ES26017493,4273649,1.0,10.51,8.83,72531,CLS,DE,0.552,ok,8.25,10.51,international,ALEMANIA,8.25,0.0,OK,,2026-04-06..2026-04-12,1.61,1.61,OK,0.0,0.0
ES26017494,4273715,1.0,10.51,8.83,72531,CLS,DE,0.522,ok,8.25,10.51,international,ALEMANIA,8.25,0.0,OK,,2026-04-06..2026-04-12,1.61,1.61,OK,0.0,0.0
ES26017518,4275305,1.0,10.51,8.83,72531,CLS,DE,0.549,ok,8.25,10.51,international,ALEMANIA,8.25,0.0,OK,,2026-04-06..2026-04-12,1.61,1.61,OK,0.0,0.0
ES26017378,4270957,4.07,4.7,3.4,72531,*B2C,GRA,4.68,ok,4.36,4.7,national,area_bcn/corto/medio/largo,4.36,0.0,OK,,2026-04-06..2026-04-12,0.34,0.34,OK,0.0,0.0
ES26018769,4397542,5.64,5.48,3.38,72531,*B2C,GER,5.64,ok,4.68,5.48,national,area_bcn/corto/medio/largo,4.68,0.0,OK,,2026-04-13..2026-04-19,0.35,0.35,OK,0.0,0.0
ES26022066,4676012,0.29,12.01,10.31,72531,CLS,IT,1.129,STRAY-HIGH,9.47,12.01,international,ITALIA,9.47,0.0,OK,,2026-04-27..2026-05-03,1.89,1.89,OK,0.0,0.0
ES26022070,4676143,0.23,12.01,10.31,72531,CLS,IT,1.129,STRAY-HIGH,9.47,12.01,international,ITALIA,9.47,0.0,OK,,2026-04-27..2026-05-03,1.89,1.89,OK,0.0,0.0
ES26022077,4676296,0.22,12.01,10.31,72531,CLS,IT,1.129,STRAY-HIGH,9.47,12.01,international,ITALIA,9.47,0.0,OK,,2026-04-27..2026-05-03,1.89,1.89,OK,0.0,0.0
ES26018202,4335145,4.28,5.49,3.38,72531,*B2C,MAD,5.514,ok,4.68,5.49,national,area_bcn/corto/medio/largo,4.68,0.0,OK,,2026-04-06..2026-04-12,0.36,0.36,OK,0.0,0.0
ES26018206,4335239,3.13,5.34,3.22,72531,*B2C,BIL,5.084,STRAY-HIGH,4.77,5.34,national,area_bcn/corto/medio/largo,4.77,0.0,OK,,2026-04-06..2026-04-12,0.37,0.37,OK,0.0,0.0
ES26020426,4518978,11.73,7.19,5.65,72531,*B2C,BAR,14.0,ok,6.45,7.19,national,area_bcn/corto/medio/largo,6.45,0.0,OK,,2026-04-20..2026-04-26,0.54,0.54,OK,0.0,0.0
ES26016904,4167831,0.2,11.0,9.27,72531,CLS,IT,0.502,ok,8.66,11.0,international,ITALIA,8.66,0.0,OK,,2026-03-30..2026-04-05,1.69,1.69,OK,0.0,0.0
ES26016911,4169163,,11.0,9.27,72531,CLS,IT,0.502,no-declared,8.66,11.0,international,ITALIA,8.66,0.0,OK,,2026-03-30..2026-04-05,1.69,1.69,OK,0.0,0.0
ES26017029,4175939,,11.0,9.27,72531,CLS,IT,0.328,no-declared,8.66,11.0,international,ITALIA,8.66,0.0,OK,,2026-03-30..2026-04-05,1.69,1.69,OK,0.0,0.0
ES26017477,4273175,1.0,11.0,9.27,72531,CLS,IT,0.483,stray-low,8.66,11.0,international,ITALIA,8.66,0.0,OK,,2026-04-06..2026-04-12,1.69,1.69,OK,0.0,0.0
ES26017490,4273547,1.0,11.0,9.27,72531,CLS,IT,0.549,ok,8.66,11.0,international,ITALIA,8.66,0.0,OK,,2026-04-06..2026-04-12,1.69,1.69,OK,0.0,0.0
ES26017491,4273550,,11.0,9.27,72531,CLS,IT,0.992,no-declared,8.66,11.0,international,ITALIA,8.66,0.0,OK,,2026-04-06..2026-04-12,1.69,1.69,OK,0.0,0.0
ES26017504,4273957,,11.0,9.27,72531,CLS,IT,0.369,no-declared,8.66,11.0,international,ITALIA,8.66,0.0,OK,,2026-04-06..2026-04-12,1.69,1.69,OK,0.0,0.0
ES26017508,4274065,1.0,11.0,9.27,72531,CLS,IT,0.596,ok,8.66,11.0,international,ITALIA,8.66,0.0,OK,,2026-04-06..2026-04-12,1.69,1.69,OK,0.0,0.0
ES26017509,4274107,1.0,11.0,9.27,72531,CLS,IT,0.816,ok,8.66,11.0,international,ITALIA,8.66,0.0,OK,,2026-04-06..2026-04-12,1.69,1.69,OK,0.0,0.0
ES26017512,4274320,,11.0,9.27,72531,CLS,IT,0.857,no-declared,8.66,11.0,international,ITALIA,8.66,0.0,OK,,2026-04-06..2026-04-12,1.69,1.69,OK,0.0,0.0
ES26017513,4274440,,11.0,9.27,72531,CLS,IT,0.549,no-declared,8.66,11.0,international,ITALIA,8.66,0.0,OK,,2026-04-06..2026-04-12,1.69,1.69,OK,0.0,0.0
ES26017519,4275335,1.0,11.0,9.27,72531,CLS,IT,0.499,stray-low,8.66,11.0,international,ITALIA,8.66,0.0,OK,,2026-04-06..2026-04-12,1.69,1.69,OK,0.0,0.0
ES26017555,4276756,,11.0,9.27,72531,CLS,IT,0.857,no-declared,8.66,11.0,international,ITALIA,8.66,0.0,OK,,2026-04-06..2026-04-12,1.69,1.69,OK,0.0,0.0
ES26017620,4295403,4.23,4.86,4.29,72531,*B2C,BAR,6.529,STRAY-HIGH,4.51,4.86,national,area_bcn/corto/medio/largo,4.51,0.0,OK,,2026-04-06..2026-04-12,0.35,0.35,OK,0.0,0.0
ES26019891,4474355,6.83,4.85,4.0,72531,*B2C,MAN,6.83,ok,4.51,4.85,national,area_bcn/corto/medio/largo,4.51,0.0,OK,,2026-04-13..2026-04-19,0.34,0.34,OK,0.0,0.0
ES26017567,4282984,3.01,4.7,4.08,72531,*B2C,LEO,4.8,STRAY-HIGH,4.36,4.7,national,area_bcn/corto/medio/largo,4.36,0.0,OK,,2026-04-06..2026-04-12,0.34,0.34,OK,0.0,0.0
ES26019154,4426767,4.82,4.54,3.18,72531,*B2C,BAR,5.04,ok,4.22,4.54,national,area_bcn/corto/medio/largo,4.22,0.0,OK,,2026-04-13..2026-04-19,0.32,0.32,OK,0.0,0.0
ES26019452,4444069,5.79,4.54,3.18,72531,*B2C,BAR,5.79,ok,4.22,4.54,national,area_bcn/corto/medio/largo,4.22,0.0,OK,,2026-04-13..2026-04-19,0.32,0.32,OK,0.0,0.0
ES26017487,4273414,1.13,11.29,9.52,72531,CLS,DE,1.97,STRAY-HIGH,8.9,11.29,international,ALEMANIA,8.90,0.0,OK,,2026-04-06..2026-04-12,1.74,1.74,OK,0.0,0.0
ES26017825,4314559,5.2,4.55,3.18,72531,*B2C,BAR,5.2,ok,4.22,4.55,national,area_bcn/corto/medio/largo,4.22,0.0,OK,,2026-04-06..2026-04-12,0.33,0.33,OK,0.0,0.0
Z97X-2604-172350,4229425,,4.55,3.17,72531,*B2C,MAN,5.4,no-declared,4.22,4.55,national,area_bcn/corto/medio/largo,4.22,0.0,OK,,2026-04-06..2026-04-12,0.33,0.33,OK,0.0,0.0
Z97X-2604-172406,4248714,,4.55,3.17,72531,*B2C,BAR,5.4,no-declared,4.22,4.55,national,area_bcn/corto/medio/largo,4.22,0.0,OK,,2026-04-06..2026-04-12,0.33,0.33,OK,0.0,0.0
ES26018762,4397224,6.73,5.58,3.38,72531,*B2C,GER,6.74,ok,5.0,5.58,national,area_bcn/corto/medio/largo,5.00,0.0,OK,,2026-04-13..2026-04-19,0.38,0.38,OK,0.0,0.0
ES26018754,4394840,3.1,4.43,3.02,72531,*B2C,MAD,3.472,ok,4.12,4.43,national,area_bcn/corto/medio/largo,4.12,0.0,OK,,2026-04-13..2026-04-19,0.31,0.31,OK,0.0,0.0
ES26019729,4461681,3.31,4.43,3.02,72531,*B2C,GER,3.31,ok,4.12,4.43,national,area_bcn/corto/medio/largo,4.12,0.0,OK,,2026-04-13..2026-04-19,0.31,0.31,OK,0.0,0.0
ES26016908,4168223,1.1,11.97,10.13,72531,CLS,IT,1.3,ok,9.47,11.97,international,ITALIA,9.47,0.0,OK,,2026-03-30..2026-04-05,1.85,1.85,OK,0.0,0.0
ES26016860,4165741,6.9,4.86,3.4,72531,*B2C,BAR,6.9,ok,4.51,4.86,national,area_bcn/corto/medio/largo,4.51,0.0,OK,,2026-03-30..2026-04-05,0.35,0.35,OK,0.0,0.0
ES26016964,4172123,6.39,4.86,3.4,72531,*B2C,BAR,6.77,ok,4.51,4.86,national,area_bcn/corto/medio/largo,4.51,0.0,OK,,2026-03-30..2026-04-05,0.35,0.35,OK,0.0,0.0
ES26016977,4172496,5.23,4.86,3.4,72531,*B2C,BAR,6.552,ok,4.51,4.86,national,area_bcn/corto/medio/largo,4.51,0.0,OK,,2026-03-30..2026-04-05,0.35,0.35,OK,0.0,0.0
ES26017080,4179523,5.47,4.86,3.4,72531,*B2C,BAR,7.0,ok,4.51,4.86,national,area_bcn/corto/medio/largo,4.51,0.0,OK,,2026-03-30..2026-04-05,0.35,0.35,OK,0.0,0.0
ES26019022,4409202,,4.42,2.96,72531,*B2C,MAL,2.2,no-declared,3.88,4.42,national,area_bcn/corto/medio/largo,3.88,0.0,OK,,2026-04-13..2026-04-19,0.29,0.29,OK,0.0,0.0
ES26019133,4424424,,4.43,2.96,72531,*B2C,HUS,3.646,no-declared,4.12,4.43,national,area_bcn/corto/medio/largo,4.12,0.0,OK,,2026-04-13..2026-04-19,0.31,0.31,OK,0.0,0.0
ES26019818,4467954,1.0,4.43,2.96,72531,*B2C,VIT,3.37,STRAY-HIGH,4.12,4.43,national,area_bcn/corto/medio/largo,4.12,0.0,OK,,2026-04-13..2026-04-19,0.31,0.31,OK,0.0,0.0
ES26018191,4334376,,4.44,2.96,72531,*B2C,MAD,3.37,no-declared,4.12,4.44,national,area_bcn/corto/medio/largo,4.12,0.0,OK,,2026-04-06..2026-04-12,0.32,0.32,OK,0.0,0.0
ES26018207,4335296,1.36,4.44,2.96,72531,*B2C,LEO,3.998,STRAY-HIGH,4.12,4.44,national,area_bcn/corto/medio/largo,4.12,0.0,OK,,2026-04-06..2026-04-12,0.32,0.32,OK,0.0,0.0
ES26017627,4295623,5.3,5.04,4.29,72531,*B2C,ZAR,5.3,ok,4.68,5.04,national,area_bcn/corto/medio/largo,4.68,0.0,OK,,2026-04-06..2026-04-12,0.36,0.36,OK,0.0,0.0
ES26017698,4299284,30.59,29.12,29.19,72531,CLS,IT,23.2,ok,22.53,29.12,international,ITALIA,22.53,0.0,OK,,2026-04-06..2026-04-12,4.69,4.40,MISMATCH,0.29,0.29
ES26018760,4397171,7.11,5.68,3.38,72531,*B2C,BAR,8.854,ok,5.1,5.68,national,area_bcn/corto/medio/largo,5.10,0.0,OK,,2026-04-13..2026-04-19,0.38,0.39,OK,-0.01,-0.01
ES26018998,4407401,6.8,5.68,3.38,72531,*B2C,BAR,8.723,ok,5.1,5.68,national,area_bcn/corto/medio/largo,5.10,0.0,OK,,2026-04-13..2026-04-19,0.38,0.39,OK,-0.01,-0.01
ES26022545,4740762,,5.3,4.27,72531,*B2C,TAR,0.1,no-declared,3.39,5.3,national,area_bcn/corto/medio/largo,3.39,0.0,OK,,2026-04-27..2026-05-03,0.41,0.28,MISMATCH,0.13,0.13
ES26018376,4347683,,4.48,2.96,72531,*B2C,BAR,4.093,no-declared,3.93,4.48,national,area_bcn/corto/medio/largo,3.93,0.0,OK,,2026-04-06..2026-04-12,0.3,0.30,OK,0.0,0.0
ES26018525,4365811,3.72,4.54,3.02,72531,*B2C,BAR,5.2,ok,4.22,4.54,national,area_bcn/corto/medio/largo,4.22,0.0,OK,,2026-04-13..2026-04-19,0.32,0.32,OK,0.0,0.0
ES26019730,4461705,3.1,4.54,3.02,72531,*B2C,BAR,5.208,STRAY-HIGH,4.22,4.54,national,area_bcn/corto/medio/largo,4.22,0.0,OK,,2026-04-13..2026-04-19,0.32,0.32,OK,0.0,0.0
Z97X-2604-173077,4315459,3.24,4.55,3.02,72531,*B2C,BAR,5.4,STRAY-HIGH,4.22,4.55,national,area_bcn/corto/medio/largo,4.22,0.0,OK,,2026-04-06..2026-04-12,0.33,0.33,OK,0.0,0.0
ES26018124,4332155,3.24,4.55,3.02,72531,*B2C,BAR,5.4,STRAY-HIGH,4.22,4.55,national,area_bcn/corto/medio/largo,4.22,0.0,OK,,2026-04-06..2026-04-12,0.33,0.33,OK,0.0,0.0
ES26018231,4346104,3.89,4.55,3.02,72531,*B2C,BAR,5.04,ok,4.22,4.55,national,area_bcn/corto/medio/largo,4.22,0.0,OK,,2026-04-06..2026-04-12,0.33,0.33,OK,0.0,0.0
ES26017789,4307789,0.76,11.81,9.86,72531,CLS,DE,2.384,STRAY-HIGH,9.55,11.81,international,ALEMANIA,9.55,0.0,OK,,2026-04-06..2026-04-12,1.86,1.86,OK,0.0,0.0
ES26016887,4166826,5.61,15.27,13.31,72531,CLS,IT,5.916,ok,12.44,15.27,international,ITALIA,12.44,0.0,OK,,2026-03-30..2026-04-05,2.43,2.43,OK,0.0,0.0
ES26018724,4380085,3.28,5.58,3.22,72531,*B2C,HUS,6.979,STRAY-HIGH,5.0,5.58,national,area_bcn/corto/medio/largo,5.00,0.0,OK,,2026-04-13..2026-04-19,0.38,0.38,OK,0.0,0.0
Z97X-2604-173660,4347713,3.24,9.81,9.47,72531,CLS,FR,0.6,stray-low,7.84,9.81,international,FRANCIA,7.84,0.0,OK,,2026-04-06..2026-04-12,1.57,1.53,MISMATCH,0.04,0.04
ES26019899,4475840,0.62,12.76,10.78,72531,CLS,IT,2.328,STRAY-HIGH,10.3,12.76,international,ITALIA,10.30,0.0,OK,,2026-04-13..2026-04-19,2.06,2.06,OK,0.0,0.0
ES26019903,4476556,1.0,12.76,10.78,72531,CLS,IT,2.328,STRAY-HIGH,10.3,12.76,international,ITALIA,10.30,0.0,OK,,2026-04-13..2026-04-19,2.06,2.06,OK,0.0,0.0
ES26019911,4477092,5.91,5.13,4.0,72531,*B2C,SAT,5.91,ok,4.77,5.13,national,area_bcn/corto/medio/largo,4.77,0.0,OK,,2026-04-13..2026-04-19,0.36,0.36,OK,0.0,0.0
ES26017604,4287739,0.17,7.92,7.84,72531,*B2C,MLL,1.792,STRAY-HIGH,6.56,7.92,national,baleares,6.56,0.0,OK,,2026-04-06..2026-04-12,0.51,0.51,OK,0.0,0.0
ES26022014,4673584,0.22,7.96,7.32,72531,*B2C,MLL,1.71,STRAY-HIGH,6.56,7.96,national,baleares,6.56,0.0,OK,,2026-04-27..2026-05-03,0.55,0.55,OK,0.0,0.0
ES26022048,4675364,0.15,7.96,7.32,72531,*B2C,MLL,1.882,STRAY-HIGH,6.56,7.96,national,baleares,6.56,0.0,OK,,2026-04-27..2026-05-03,0.55,0.55,OK,0.0,0.0
ES26022051,4675401,0.24,7.96,7.32,72531,*B2C,MLL,1.596,STRAY-HIGH,6.56,7.96,national,baleares,6.56,0.0,OK,,2026-04-27..2026-05-03,0.55,0.55,OK,0.0,0.0
ES26017813,4312413,0.56,10.26,8.25,72531,CLS,DE,0.857,ok,8.25,10.26,international,ALEMANIA,8.25,0.0,OK,,2026-04-06..2026-04-12,1.61,1.61,OK,0.0,0.0
ES26017830,4315010,0.11,10.26,8.25,72531,CLS,DE,0.48,ok,8.25,10.26,international,ALEMANIA,8.25,0.0,OK,,2026-04-06..2026-04-12,1.61,1.61,OK,0.0,0.0
Z97X-2604-172344,4228486,,4.8,3.17,72531,*B2C,BAR,5.4,no-declared,4.22,4.8,national,area_bcn/corto/medio/largo,4.22,0.0,OK,,2026-04-06..2026-04-12,0.33,0.33,OK,0.0,0.0
Z97X-2604-172420,4254562,,4.8,3.17,72531,*B2C,BAR,5.4,no-declared,4.22,4.8,national,area_bcn/corto/medio/largo,4.22,0.0,OK,,2026-04-06..2026-04-12,0.33,0.33,OK,0.0,0.0
ES26019842,4468683,2.0,5.43,4.13,72531,*B2C,OPO,4.92,STRAY-HIGH,4.44,5.43,national,portugal,4.44,0.0,OK,,2026-04-13..2026-04-19,0.33,0.34,OK,-0.01,-0.01
ES26016981,4172621,5.2,5.04,3.4,72531,*B2C,VAL,5.2,ok,4.68,5.04,national,area_bcn/corto/medio/largo,4.68,0.0,OK,,2026-03-30..2026-04-05,0.36,0.36,OK,0.0,0.0
ES26022758,4768492,0.58,11.86,9.82,72531,CLS,DE,2.456,STRAY-HIGH,9.55,11.86,international,ALEMANIA,9.55,0.0,OK,,2026-04-27..2026-05-03,1.91,1.91,OK,0.0,0.0
ES26018313,4346266,0.47,10.3,8.25,72531,CLS,DE,0.958,ok,8.25,10.3,international,ALEMANIA,8.25,0.0,OK,,2026-04-06..2026-04-12,1.65,1.61,MISMATCH,0.04,0.04
ES26018847,4400322,0.2,10.3,8.25,72531,CLS,DE,0.459,ok,8.25,10.3,international,ALEMANIA,8.25,0.0,OK,,2026-04-13..2026-04-19,1.65,1.65,OK,0.0,0.0
ES26018850,4400357,0.24,10.3,8.25,72531,CLS,DE,0.4,ok,8.25,10.3,international,ALEMANIA,8.25,0.0,OK,,2026-04-13..2026-04-19,1.65,1.65,OK,0.0,0.0
ES26019185,4428215,0.19,10.3,8.25,72531,CLS,DE,0.958,STRAY-HIGH,8.25,10.3,international,ALEMANIA,8.25,0.0,OK,,2026-04-13..2026-04-19,1.65,1.65,OK,0.0,0.0
Z97X-2604-172705,4281604,3.24,5.04,4.08,72531,*B2C,MAD,5.4,STRAY-HIGH,4.68,5.04,national,area_bcn/corto/medio/largo,4.68,0.0,OK,,2026-04-06..2026-04-12,0.36,0.36,OK,0.0,0.0
ES26018779,4397668,3.1,4.68,3.02,72531,*B2C,CAS,3.596,ok,4.12,4.68,national,area_bcn/corto/medio/largo,4.12,0.0,OK,,2026-04-13..2026-04-19,0.31,0.31,OK,0.0,0.0
