ID del pedido,Seguimiento courier,Fecha de envío,Tarifa base,Peso facturable,Peso original,Contra reembolso (COD),Dimensión,Combustible,Paquetes,Seguro,Zona remota,Corrección de dirección,Derechos de exportación,Otros,Total mensajería,Total original,Fecha de recogida,Fecha de entrega,Días en tránsito,Días en tránsito (SLA),Razón,Sobrecargo total,Total esperado (checker),Sobrecargo (checker),Veredicto (checker),Razón (checker)
ES26017037,4176062,04.01.2026,3.18,5.2,5.2,0,0,0.22,0.0,0,0,0,0,0.0,5.04,3.4,01.04.2026,06.04.2026,5,1,Delay,5.04,5.04,0.0,OK,
Z97X-2604-172177,4176436,04.01.2026,2.96,5.4,-,0,0,0.21,0.0,0,0,0,0,0.0,5.04,3.17,01.04.2026,06.04.2026,5,1,Delay,5.04,5.04,0.0,OK,
ES26017061,4179272,04.01.2026,3.18,5.31,5.31,0,0,0.22,0.0,0,0,0,0,0.0,5.04,3.4,01.04.2026,10.04.2026,9,1,Delay,5.04,5.04,0.0,OK,
Z97X-2604-172277,4184886,04.02.2026,2.96,5.4,-,0,0,0.21,0.0,0,0,0,0,0.0,5.04,3.17,02.04.2026,07.04.2026,5,1,Delay,5.04,5.04,0.0,OK,
Z97X-2604-172282,4185406,04.02.2026,2.96,5.4,-,0,0,0.21,0.0,0,0,0,0,0.0,5.04,3.17,02.04.2026,07.04.2026,5,1,Delay,5.04,5.04,0.0,OK,
Z97X-2604-172323,4191293,04.02.2026,2.96,5.4,-,0,0,0.21,0.0,0,0,0,0,0.0,5.04,3.17,07.04.2026,09.04.2026,3,1,Delay,5.04,5.04,0.0,OK,
ES26018480,4363889,21.05.2026,5.58,21.4,20.4,0,0,0.0,0.0,0,0,0,0,0.0,11.64,5.58,13.04.2026,14.04.2026,1,1,Rate; Fuel; Dimensions; Parcels; Other; ShipmentWeight,5.06,11.64,0.0,OK,
ES26018681,4373850,21.05.2026,5.58,22.1,20.9,0,0,0.0,0.0,0,0,0,0,0.0,11.64,5.58,13.04.2026,14.04.2026,1,1,Rate; Fuel; Dimensions; Parcels; Other; ShipmentWeight,5.06,11.64,0.0,OK,
ES26018999,4407418,21.05.2026,5.58,23.1,20.6,0,0,0.0,0.0,0,0,0,0,0.0,11.64,5.58,14.04.2026,15.04.2026,1,1,Rate; Fuel; Dimensions; Parcels; Other; ShipmentWeight,5.06,11.64,0.0,OK,
ES26019106,4415030,21.05.2026,5.58,23.4,20.64,0,0,0.0,0.0,0,0,0,0,0.0,11.64,5.58,15.04.2026,16.04.2026,1,1,Rate; Fuel; Dimensions; Parcels; Other; ShipmentWeight,5.06,11.64,0.0,OK,
ES26019215,4429028,21.05.2026,5.58,23.05,21.09,0,0,0.0,0.0,0,0,0,0,0.0,11.64,5.58,15.04.2026,16.04.2026,1,1,Rate; Fuel; Dimensions; Parcels; Other; ShipmentWeight,5.06,11.64,0.0,OK,
ES26019653,4457012,21.05.2026,5.58,22.8,20.7,0,0,0.0,0.0,0,0,0,0,0.0,11.64,5.58,16.04.2026,17.04.2026,1,1,Rate; Fuel; Dimensions; Parcels; Other; ShipmentWeight,5.06,11.64,0.0,OK,
ES26018218,4346072,04.11.2026,5.58,22.1,20.8,0,0,0.0,0.0,0,0,0,0,0.0,11.66,5.58,13.04.2026,14.04.2026,1,1,Rate; Fuel; Dimensions; Parcels; Other; ShipmentWeight,5.08,11.66,0.0,OK,
ES26019458,4444243,21.05.2026,4.89,18.21,16.71,0,0,0.0,0.2,0,0,0,0,0.0,11.97,5.09,15.04.2026,16.04.2026,1,1,Rate; Fuel; Dimensions; Parcels; Other; ShipmentWeight,5.08,11.97,0.0,OK,
ES26018087,4330212,04.10.2026,4.89,16.64,15,0,0,0.0,0.2,0,0,0,0,0.0,11.99,5.09,10.04.2026,13.04.2026,3,1,Rate; Fuel; Dimensions; Parcels; Other; ShipmentWeight,5.1,11.99,0.0,OK,
ES26018128,4330803,04.10.2026,4.89,16.8,16.79,0,0,0.0,0.2,0,0,0,0,0.0,11.99,5.09,10.04.2026,13.04.2026,3,1,Rate; Fuel; Dimensions; Parcels; Other; ShipmentWeight,5.1,11.99,0.0,OK,
26022426,4738717,21.05.2026,0.0,13.14,-,0,0,0.0,0.0,0,0,0,0,0.0,5.1,0.0,21.05.2026,21.05.2026,-,-,Additional shipment,5.1,5.1,0.0,OK,
ES26019255,4431381,21.05.2026,13.59,10.4,8.86,0,0,0.0,0.0,0,0,0,0,0.0,20.1,13.59,15.04.2026,17.04.2026,2,4,Rate; Fuel; Dimensions; Parcels; Other; ShipmentWeight,5.11,20.1,0.0,OK,
26021579,4619537,21.05.2026,0.0,10.18,-,0,0,0.0,0.0,0,0,0,0,0.0,5.11,0.0,21.05.2026,21.05.2026,-,-,Additional shipment,5.11,5.11,0.0,OK,
ES26018696,4376135,21.05.2026,3.18,5.2,5.2,0,0,0.0,0.0,0,0,0,0,0.0,5.13,3.18,13.04.2026,20.04.2026,7,1,Extreme Delay,5.13,5.13,0.0,OK,
Z97X-2604-171931,4162727,04.01.2026,2.96,5.6,-,0,0,0.21,0.0,0,0,0,0,0.0,5.14,3.17,01.04.2026,06.04.2026,5,1,Delay,5.14,5.14,0.0,OK,
Z97X-2604-172961,4305384,04.09.2026,3.02,5.4,3.24,0,0,1.06,0.0,0,0,0,0,0.0,5.14,4.08,09.04.2026,13.04.2026,4,1,Delay,5.14,5.14,0.0,OK,Peso
ES26018353,4347556,04.11.2026,3.02,5.08,3.71,0,0,0.0,0.0,0,0,0,0,0.0,5.14,3.02,13.04.2026,15.04.2026,2,1,Delay,5.14,5.14,0.0,OK,
26019957,4486014,21.05.2026,0.0,8.2,-,0,0,0.0,0.0,0,0,0,0,0.0,5.16,0.0,21.05.2026,21.05.2026,-,-,Additional shipment,5.16,5.16,0.0,OK,
26121502,4619549,21.05.2026,0.0,1.36,-,0,0,0.0,0.0,0,0,0,0,0.0,5.16,0.0,21.05.2026,21.05.2026,-,-,Additional shipment,5.16,5.16,0.0,OK,
Z97X-2604-172381,4235212,04.07.2026,8.66,6.09,-,0,0,0.61,0.0,0,0,0,0,0.0,15.85,9.27,07.04.2026,09.04.2026,2,4,Rate; Fuel; Dimensions; Parcels; Other; ShipmentWeight,5.18,15.85,0.0,OK,
26021926,4689016,21.05.2026,0.0,4.4,-,0,0,0.0,0.0,0,0,0,0,0.0,5.23,0.0,21.05.2026,21.05.2026,-,-,Additional shipment,5.23,5.23,0.0,OK,
26020093,4486103,21.05.2026,0.0,9.44,-,0,0,0.0,0.0,0,0,0,0,0.0,5.25,0.0,21.05.2026,21.05.2026,-,-,Additional shipment,5.25,5.25,0.0,OK,
26019960,4486018,21.05.2026,0.0,12.2,-,0,0,0.0,0.0,0,0,0,0,0.0,5.26,0.0,21.05.2026,21.05.2026,-,-,Additional shipment,5.26,5.26,0.0,OK,
26019979,4486023,21.05.2026,0.0,12.2,-,0,0,0.0,0.0,0,0,0,0,0.0,5.26,0.0,21.05.2026,21.05.2026,-,-,Additional shipment,5.26,5.26,0.0,OK,
26020104,4501117,21.05.2026,0.0,12.1,-,0,0,0.0,0.0,0,0,0,0,0.0,5.26,0.0,21.05.2026,21.05.2026,-,-,Additional shipment,5.26,5.26,0.0,OK,
26020204,4501153,21.05.2026,0.0,11.75,-,0,0,0.0,0.0,0,0,0,0,0.0,5.26,0.0,21.05.2026,21.05.2026,-,-,Additional shipment,5.26,5.26,0.0,OK,
ES26019328,4434997,21.05.2026,8.66,5.84,0.1,0,0,0.0,0.0,0,0,0,0,0.0,15.33,8.66,15.04.2026,20.04.2026,5,4,Rate; Fuel; Dimensions; Parcels; Other; ShipmentWeight,5.27,15.33,0.0,OK,
ES26019372,4437263,21.05.2026,11.51,60.34,60.34,0,0,0.0,0.0,0,0,0,0,0.0,17.78,11.51,15.04.2026,16.04.2026,1,1,Rate; Fuel; Dimensions; Parcels; Other,5.27,17.78,0.0,OK,
ES26019716,4460436,21.05.2026,8.66,5.7,0.35,0,0,0.0,0.0,0,0,0,0,0.0,15.33,8.66,16.04.2026,20.04.2026,4,4,Rate; Fuel; Dimensions; Parcels; Other; ShipmentWeight,5.27,15.33,0.0,OK,Peso
ES26016899,4167262,04.01.2026,3.18,5.2,5.2,0,0,0.22,0.0,0,0,0,0,0.0,5.29,3.4,01.04.2026,07.04.2026,6,1,Extreme Delay,5.29,5.29,0.0,OK,
Z97X-2604-172336,4225342,04.07.2026,2.96,5.4,-,0,0,0.21,0.0,0,0,0,0,0.0,5.29,3.17,08.04.2026,13.04.2026,6,1,Delay,5.29,5.29,0.0,OK,
26020668,4568037,21.05.2026,0.0,11.8,-,0,0,0.0,0.0,0,0,0,0,0.0,5.3,0.0,21.05.2026,21.05.2026,-,-,Additional shipment,5.3,5.3,0.0,OK,
26021068,4592644,21.05.2026,0.0,11.4,-,0,0,0.0,0.0,0,0,0,0,0.0,5.3,0.0,21.05.2026,21.05.2026,-,-,Additional shipment,5.3,5.3,0.0,OK,
26021552,4619524,21.05.2026,0.0,11.12,-,0,0,0.0,0.0,0,0,0,0,0.0,5.3,0.0,21.05.2026,21.05.2026,-,-,Additional shipment,5.3,5.3,0.0,OK,
157391 SAT / C104834,1206962,21.05.2026,0.0,11.47,-,0,0,0.0,0.0,0,0,0,0,0.0,5.3,0.0,21.05.2026,21.05.2026,-,-,Additional shipment,5.3,5.3,0.0,OK,
26022028,4689111,21.05.2026,0.0,12.92,-,0,0,0.0,0.0,0,0,0,0,0.0,5.3,0.0,21.05.2026,21.05.2026,-,-,Additional shipment,5.3,5.3,0.0,OK,
26022404,4738702,21.05.2026,0.0,13.06,-,0,0,0.0,0.0,0,0,0,0,0.0,5.3,0.0,21.05.2026,21.05.2026,-,-,Additional shipment,5.3,5.3,0.0,OK,
ES26018483,4364008,21.05.2026,5.58,23.2,21.2,0,0,0.0,0.0,0,0,0,0,0.0,11.89,5.58,13.04.2026,14.04.2026,1,1,Rate; Fuel; Dimensions; Parcels; Other; ShipmentWeight,5.31,11.89,0.0,OK,
ES26018503,4364974,21.05.2026,6.23,27.0,24.79,0,0,0.0,0.2,0,0,0,0,0.0,13.57,6.43,13.04.2026,14.04.2026,1,1,Rate; Fuel; Dimensions; Parcels; Other; ShipmentWeight,5.34,13.57,0.0,OK,
ES26018692,4375511,21.05.2026,6.23,26.4,24.1,0,0,0.0,0.2,0,0,0,0,0.0,13.57,6.43,13.04.2026,21.05.2026,0,1,Rate; Fuel; Dimensions; Parcels; Other; ShipmentWeight,5.34,13.57,0.0,OK,
26020251,4501172,21.05.2026,0.0,3.79,-,0,0,0.0,0.0,0,0,0,0,0.0,5.35,0.0,21.05.2026,21.05.2026,-,-,Additional shipment,5.35,5.35,0.0,OK,
ES26017877,4317414,04.09.2026,6.23,29.35,27.13,0,0,0.0,0.2,0,0,0,0,0.0,13.59,6.43,10.04.2026,11.04.2026,1,1,Rate; Fuel; Dimensions; Parcels; Other; ShipmentWeight,5.36,13.59,0.0,OK,
ES26018341,4346389,04.11.2026,6.23,26.96,26.95,0,0,0.0,0.2,0,0,0,0,0.0,13.59,6.43,13.04.2026,21.05.2026,0,1,Rate; Fuel; Dimensions; Parcels; Other; ShipmentWeight,5.36,13.59,0.0,OK,
ES26018430,4347977,04.11.2026,6.23,27.6,26.42,0,0,0.0,0.2,0,0,0,0,0.0,13.59,6.43,13.04.2026,14.04.2026,1,1,Rate; Fuel; Dimensions; Parcels; Other; ShipmentWeight,5.36,13.59,0.0,OK,
26021894,4688986,21.05.2026,0.0,4.0,-,0,0,0.0,0.0,0,0,0,0,0.0,5.38,0.0,21.05.2026,21.05.2026,-,-,Additional shipment,5.38,5.38,0.0,OK,
Z97X-2604-172288,4185793,04.02.2026,2.96,5.4,-,0,0,0.21,0.0,0,0,0,0,0.0,5.39,3.17,02.04.2026,06.04.2026,4,1,Delay,5.39,5.39,0.0,OK,
ES26017736,4303400,04.09.2026,4.89,41.7,15,0,0,1.71,0.3,0,0,0,0,0.0,14.29,6.9,09.04.2026,20.04.2026,11,1,Rate; Dimensions; Parcels; Other; ShipmentWeight,5.44,14.29,0.0,OK,Peso
ES26019344,4435350,21.05.2026,4.33,20.35,13.78,0,0,0.0,0.2,0,0,0,0,0.0,11.84,4.53,15.04.2026,16.04.2026,1,1,Rate; Fuel; Dimensions; Parcels; Other; ShipmentWeight,5.51,11.84,0.0,OK,
ES26016835,4163055,04.01.2026,2.96,5.08,0.1,0,0,0.21,0.0,0,0,0,0,0.0,5.54,3.17,01.04.2026,06.04.2026,5,1,Delay,5.54,5.54,0.0,OK,
Z97X-2604-172356,4230478,04.07.2026,4.89,34.0,15,0,0,0.34,0.0,0,0,0,0,0.0,13.79,5.23,07.04.2026,08.04.2026,1,1,Rate; Fuel; Dimensions; Parcels; Other; ShipmentWeight,5.56,13.79,0.0,OK,Peso
Z97X-2604-172388,4236875,04.07.2026,8.66,7.35,-,0,0,0.61,0.0,0,0,0,0,0.0,16.25,9.27,07.04.2026,09.04.2026,2,4,Rate; Fuel; Dimensions; Parcels; Other; ShipmentWeight,5.58,16.25,0.0,OK,
ES26019612,4455435,21.05.2026,3.18,6.77,6,0,0,0.0,0.0,0,0,0,0,0.0,5.58,3.18,16.04.2026,20.04.2026,4,1,Delay,5.58,5.58,0.0,OK,
ES26016720,4160762,04.01.2026,3.18,6.9,6.9,0,0,0.22,0.0,0,0,0,0,0.0,5.59,3.4,01.04.2026,04.04.2026,3,1,Delay,5.59,5.59,0.0,OK,
ES26017130,4180641,04.01.2026,3.02,6.53,3.06,0,0,0.21,0.0,0,0,0,0,0.0,5.59,3.23,02.04.2026,07.04.2026,5,1,Delay,5.59,5.59,0.0,OK,Peso
ES26017693,4299057,04.09.2026,3.02,6.53,3.48,0,0,1.06,0.0,0,0,0,0,0.0,5.59,4.08,09.04.2026,13.04.2026,4,1,Delay,5.59,5.59,0.0,OK,Peso
ES26022435,4733022,21.05.2026,5.19,6.59,6.59,0,0,1.35,0.0,0,0,0,0,0.0,5.62,6.54,29.04.2026,04.05.2026,5,1,Delay,5.62,5.62,0.0,OK,
ES26018500,4364697,21.05.2026,13.14,13.49,10.7,0,0,0.0,0.2,0,0,0,0,0.0,22.77,13.34,13.04.2026,14.04.2026,1,2,Rate; Fuel; Dimensions; Parcels; Other; ShipmentWeight,5.63,22.77,0.0,OK,
ES26018089,4330215,04.10.2026,4.33,19.95,9.59,0,0,0.0,0.2,0,0,0,0,0.0,11.99,4.53,10.04.2026,13.04.2026,3,1,Rate; Fuel; Dimensions; Parcels; Other; ShipmentWeight,5.66,11.99,0.0,OK,Peso
ES26018239,4346110,04.11.2026,4.33,17.35,10.57,0,0,0.0,0.0,0,0,0,0,0.0,11.99,4.33,13.04.2026,14.04.2026,1,1,Rate; Fuel; Dimensions; Parcels; Other; ShipmentWeight,5.66,11.99,0.0,OK,Peso
ES26018829,4399874,21.05.2026,2.96,28.15,0.1,0,0,0.0,0.0,0,0,0,0,0.0,12.64,2.96,14.04.2026,16.04.2026,2,1,Rate; Fuel; Dimensions; Parcels; Other; ShipmentWeight,5.68,12.64,0.0,OK,
ES26019092,4414399,21.05.2026,3.02,10.15,3.26,0,0,0.0,0.0,0,0,0,0,0.0,9.7,3.02,14.04.2026,15.04.2026,1,1,Rate; Fuel; Dimensions; Parcels; Other; ShipmentWeight,5.68,9.7,0.0,OK,Peso
ES26018374,4347674,04.11.2026,3.47,4.09,0.1,0,0,0.0,0.0,0,0,0,0,0.0,5.69,3.47,13.04.2026,15.04.2026,2,1,Delay,5.69,5.69,0.0,OK,
ES26016735,4160933,04.01.2026,2.96,6.9,1,0,0,0.21,0.0,0,0,0,0,0.0,5.79,3.17,01.04.2026,07.04.2026,6,1,Delay,5.79,5.79,0.0,OK,Peso
26019917,4485997,21.05.2026,0.0,17.5,-,0,0,0.0,0.0,0,0,0,0,0.0,5.8,0.0,21.05.2026,21.05.2026,-,-,Additional shipment,5.8,5.8,0.0,OK,
26020048,4486073,21.05.2026,0.0,16.86,-,0,0,0.0,0.0,0,0,0,0,0.0,5.8,0.0,21.05.2026,21.05.2026,-,-,Additional shipment,5.8,5.8,0.0,OK,
26020334,4501202,21.05.2026,0.0,16.46,-,0,0,0.0,0.0,0,0,0,0,0.0,5.8,0.0,21.05.2026,21.05.2026,-,-,Additional shipment,5.8,5.8,0.0,OK,
26020453,4537533,21.05.2026,0.0,10.53,-,0,0,0.0,0.0,0,0,0,0,0.0,5.8,0.0,21.05.2026,21.05.2026,-,-,Additional shipment,5.8,5.8,0.0,OK,
Z97X-2604-172309,4188736,04.02.2026,3.47,13.2,-,0,0,0.24,0.0,0,0,0,0,0.0,10.52,3.71,07.04.2026,08.04.2026,1,1,Rate; Fuel; Dimensions; Parcels; Other; ShipmentWeight,5.81,10.52,0.0,OK,
C038492 / 156192,4399959,21.05.2026,0.0,7.85,-,0,0,0.0,0.0,0,0,0,0,0.0,5.82,0.0,21.05.2026,21.05.2026,-,-,Additional shipment,5.82,5.82,0.0,OK,
26019944,4486006,21.05.2026,0.0,8.0,-,0,0,0.0,0.0,0,0,0,0,0.0,5.82,0.0,21.05.2026,21.05.2026,-,-,Additional shipment,5.82,5.82,0.0,OK,
26019958,4486015,21.05.2026,0.0,7.15,-,0,0,0.0,0.0,0,0,0,0,0.0,5.82,0.0,21.05.2026,21.05.2026,-,-,Additional shipment,5.82,5.82,0.0,OK,
26020071,4486087,21.05.2026,0.0,8.0,-,0,0,0.0,0.0,0,0,0,0,0.0,5.82,0.0,21.05.2026,21.05.2026,-,-,Additional shipment,5.82,5.82,0.0,OK,
26020073,4486089,21.05.2026,0.0,7.96,-,0,0,0.0,0.0,0,0,0,0,0.0,5.82,0.0,21.05.2026,21.05.2026,-,-,Additional shipment,5.82,5.82,0.0,OK,
C077414 / 156421 SAC,8690160,21.05.2026,0.0,6.77,-,0,0,0.0,0.0,0,0,0,0,0.0,5.82,0.0,21.05.2026,21.05.2026,-,-,Additional shipment,5.82,5.82,0.0,OK,
26020126,4501130,21.05.2026,0.0,6.4,-,0,0,0.0,0.0,0,0,0,0,0.0,5.82,0.0,21.05.2026,21.05.2026,-,-,Additional shipment,5.82,5.82,0.0,OK,
26020148,4501135,21.05.2026,0.0,8.09,-,0,0,0.0,0.0,0,0,0,0,0.0,5.82,0.0,21.05.2026,21.05.2026,-,-,Additional shipment,5.82,5.82,0.0,OK,
26020162,4501140,21.05.2026,0.0,6.05,-,0,0,0.0,0.0,0,0,0,0,0.0,5.82,0.0,21.05.2026,21.05.2026,-,-,Additional shipment,5.82,5.82,0.0,OK,
26020172,4501142,21.05.2026,0.0,8.6,-,0,0,0.0,0.0,0,0,0,0,0.0,5.82,0.0,21.05.2026,21.05.2026,-,-,Additional shipment,5.82,5.82,0.0,OK,
26020174,4501144,21.05.2026,0.0,8.6,-,0,0,0.0,0.0,0,0,0,0,0.0,5.82,0.0,21.05.2026,21.05.2026,-,-,Additional shipment,5.82,5.82,0.0,OK,
26020196,4501151,21.05.2026,0.0,6.53,-,0,0,0.0,0.0,0,0,0,0,0.0,5.82,0.0,21.05.2026,21.05.2026,-,-,Additional shipment,5.82,5.82,0.0,OK,
26020216,4501156,21.05.2026,0.0,6.6,-,0,0,0.0,0.0,0,0,0,0,0.0,5.82,0.0,21.05.2026,21.05.2026,-,-,Additional shipment,5.82,5.82,0.0,OK,
26020220,4501158,21.05.2026,0.0,6.74,-,0,0,0.0,0.0,0,0,0,0,0.0,5.82,0.0,21.05.2026,21.05.2026,-,-,Additional shipment,5.82,5.82,0.0,OK,
26020221,4501159,21.05.2026,0.0,5.2,-,0,0,0.0,0.0,0,0,0,0,0.0,5.82,0.0,21.05.2026,21.05.2026,-,-,Additional shipment,5.82,5.82,0.0,OK,
26020254,4501173,21.05.2026,0.0,6.99,-,0,0,0.0,0.0,0,0,0,0,0.0,5.82,0.0,21.05.2026,21.05.2026,-,-,Additional shipment,5.82,5.82,0.0,OK,
26020260,4501176,21.05.2026,0.0,6.7,-,0,0,0.0,0.0,0,0,0,0,0.0,5.82,0.0,21.05.2026,21.05.2026,-,-,Additional shipment,5.82,5.82,0.0,OK,
26020274,4501179,21.05.2026,0.0,6.57,-,0,0,0.0,0.0,0,0,0,0,0.0,5.82,0.0,21.05.2026,21.05.2026,-,-,Additional shipment,5.82,5.82,0.0,OK,
26020283,4501184,21.05.2026,0.0,6.32,-,0,0,0.0,0.0,0,0,0,0,0.0,5.82,0.0,21.05.2026,21.05.2026,-,-,Additional shipment,5.82,5.82,0.0,OK,
26020293,4501191,21.05.2026,0.0,6.6,-,0,0,0.0,0.0,0,0,0,0,0.0,5.82,0.0,21.05.2026,21.05.2026,-,-,Additional shipment,5.82,5.82,0.0,OK,
26020303,4501195,21.05.2026,0.0,9.19,-,0,0,0.0,0.0,0,0,0,0,0.0,5.82,0.0,21.05.2026,21.05.2026,-,-,Additional shipment,5.82,5.82,0.0,OK,
26020312,4501196,21.05.2026,0.0,10.0,-,0,0,0.0,0.0,0,0,0,0,0.0,5.82,0.0,21.05.2026,21.05.2026,-,-,Additional shipment,5.82,5.82,0.0,OK,
26020332,4501201,21.05.2026,0.0,6.53,-,0,0,0.0,0.0,0,0,0,0,0.0,5.82,0.0,21.05.2026,21.05.2026,-,-,Additional shipment,5.82,5.82,0.0,OK,
26020335,4501203,21.05.2026,0.0,9.12,-,0,0,0.0,0.0,0,0,0,0,0.0,5.82,0.0,21.05.2026,21.05.2026,-,-,Additional shipment,5.82,5.82,0.0,OK,
26020344,4501209,21.05.2026,0.0,9.29,-,0,0,0.0,0.0,0,0,0,0,0.0,5.82,0.0,21.05.2026,21.05.2026,-,-,Additional shipment,5.82,5.82,0.0,OK,
26020349,4501212,21.05.2026,0.0,9.4,-,0,0,0.0,0.0,0,0,0,0,0.0,5.82,0.0,21.05.2026,21.05.2026,-,-,Additional shipment,5.82,5.82,0.0,OK,
26020350,4501213,21.05.2026,0.0,5.3,-,0,0,0.0,0.0,0,0,0,0,0.0,5.82,0.0,21.05.2026,21.05.2026,-,-,Additional shipment,5.82,5.82,0.0,OK,
26020353,4501216,21.05.2026,0.0,8.5,-,0,0,0.0,0.0,0,0,0,0,0.0,5.82,0.0,21.05.2026,21.05.2026,-,-,Additional shipment,5.82,5.82,0.0,OK,
26020354,4501217,21.05.2026,0.0,6.6,-,0,0,0.0,0.0,0,0,0,0,0.0,5.82,0.0,21.05.2026,21.05.2026,-,-,Additional shipment,5.82,5.82,0.0,OK,
26020362,4501219,21.05.2026,0.0,8.05,-,0,0,0.0,0.0,0,0,0,0,0.0,5.82,0.0,21.05.2026,21.05.2026,-,-,Additional shipment,5.82,5.82,0.0,OK,
26020363,4501220,21.05.2026,0.0,6.53,-,0,0,0.0,0.0,0,0,0,0,0.0,5.82,0.0,21.05.2026,21.05.2026,-,-,Additional shipment,5.82,5.82,0.0,OK,
26020365,4501221,21.05.2026,0.0,6.88,-,0,0,0.0,0.0,0,0,0,0,0.0,5.82,0.0,21.05.2026,21.05.2026,-,-,Additional shipment,5.82,5.82,0.0,OK,
ES26022706,4765452,21.05.2026,3.39,9.74,0.1,0,0,0.88,0.0,0,0,0,0,0.0,5.84,4.27,30.04.2026,04.05.2026,4,1,Delay,5.84,5.84,0.0,OK,
26020376,4537501,21.05.2026,0.0,6.2,-,0,0,0.0,0.0,0,0,0,0,0.0,5.86,0.0,21.05.2026,21.05.2026,-,-,Additional shipment,5.86,5.87,-0.01,OK,
26020379,4537502,21.05.2026,0.0,6.2,-,0,0,0.0,0.0,0,0,0,0,0.0,5.86,0.0,21.05.2026,21.05.2026,-,-,Additional shipment,5.86,5.87,-0.01,OK,
26020414,4537511,21.05.2026,0.0,6.16,-,0,0,0.0,0.0,0,0,0,0,0.0,5.86,0.0,21.05.2026,21.05.2026,-,-,Additional shipment,5.86,5.87,-0.01,OK,
26020427,4537520,21.05.2026,0.0,9.15,-,0,0,0.0,0.0,0,0,0,0,0.0,5.86,0.0,21.05.2026,21.05.2026,-,-,Additional shipment,5.86,5.87,-0.01,OK,
26020432,4537523,21.05.2026,0.0,6.53,-,0,0,0.0,0.0,0,0,0,0,0.0,5.86,0.0,21.05.2026,21.05.2026,-,-,Additional shipment,5.86,5.87,-0.01,OK,
26020447,4537530,21.05.2026,0.0,6.81,-,0,0,0.0,0.0,0,0,0,0,0.0,5.86,0.0,21.05.2026,21.05.2026,-,-,Additional shipment,5.86,5.87,-0.01,OK,
26020476,4537544,21.05.2026,0.0,5.55,-,0,0,0.0,0.0,0,0,0,0,0.0,5.86,0.0,21.05.2026,21.05.2026,-,-,Additional shipment,5.86,5.87,-0.01,OK,
26020502,4537557,21.05.2026,0.0,5.8,-,0,0,0.0,0.0,0,0,0,0,0.0,5.86,0.0,21.05.2026,21.05.2026,-,-,Additional shipment,5.86,5.87,-0.01,OK,
26020672,4568038,21.05.2026,0.0,9.31,-,0,0,0.0,0.0,0,0,0,0,0.0,5.86,0.0,21.05.2026,21.05.2026,-,-,Additional shipment,5.86,5.87,-0.01,OK,
26020696,4568049,21.05.2026,0.0,6.4,-,0,0,0.0,0.0,0,0,0,0,0.0,5.86,0.0,21.05.2026,21.05.2026,-,-,Additional shipment,5.86,5.87,-0.01,OK,
26020705,4568056,21.05.2026,0.0,6.95,-,0,0,0.0,0.0,0,0,0,0,0.0,5.86,0.0,21.05.2026,21.05.2026,-,-,Additional shipment,5.86,5.87,-0.01,OK,
26020707,4568057,21.05.2026,0.0,9.1,-,0,0,0.0,0.0,0,0,0,0,0.0,5.86,0.0,21.05.2026,21.05.2026,-,-,Additional shipment,5.86,5.87,-0.01,OK,
26020710,4568059,21.05.2026,0.0,8.1,-,0,0,0.0,0.0,0,0,0,0,0.0,5.86,0.0,21.05.2026,21.05.2026,-,-,Additional shipment,5.86,5.87,-0.01,OK,
26020759,4568099,21.05.2026,0.0,5.8,-,0,0,0.0,0.0,0,0,0,0,0.0,5.86,0.0,21.05.2026,21.05.2026,-,-,Additional shipment,5.86,5.87,-0.01,OK,
26020774,4568101,21.05.2026,0.0,6.7,-,0,0,0.0,0.0,0,0,0,0,0.0,5.86,0.0,21.05.2026,21.05.2026,-,-,Additional shipment,5.86,5.87,-0.01,OK,
26020856,4568129,21.05.2026,0.0,6.8,-,0,0,0.0,0.0,0,0,0,0,0.0,5.86,0.0,21.05.2026,21.05.2026,-,-,Additional shipment,5.86,5.87,-0.01,OK,
26020893,4568194,21.05.2026,0.0,9.96,-,0,0,0.0,0.0,0,0,0,0,0.0,5.86,0.0,21.05.2026,21.05.2026,-,-,Additional shipment,5.86,5.87,-0.01,OK,
26020923,4568218,21.05.2026,0.0,6.05,-,0,0,0.0,0.0,0,0,0,0,0.0,5.86,0.0,21.05.2026,21.05.2026,-,-,Additional shipment,5.86,5.87,-0.01,OK,
26020913,4568223,21.05.2026,0.0,7.14,-,0,0,0.0,0.0,0,0,0,0,0.0,5.86,0.0,21.05.2026,21.05.2026,-,-,Additional shipment,5.86,5.87,-0.01,OK,
26020991,4568240,21.05.2026,0.0,6.2,-,0,0,0.0,0.0,0,0,0,0,0.0,5.86,0.0,21.05.2026,21.05.2026,-,-,Additional shipment,5.86,5.87,-0.01,OK,
26020997,4568244,21.05.2026,0.0,6.05,-,0,0,0.0,0.0,0,0,0,0,0.0,5.86,0.0,21.05.2026,21.05.2026,-,-,Additional shipment,5.86,5.87,-0.01,OK,
26021004,4568246,21.05.2026,0.0,5.6,-,0,0,0.0,0.0,0,0,0,0,0.0,5.86,0.0,21.05.2026,21.05.2026,-,-,Additional shipment,5.86,5.87,-0.01,OK,
26021016,4568254,21.05.2026,0.0,5.6,-,0,0,0.0,0.0,0,0,0,0,0.0,5.86,0.0,21.05.2026,21.05.2026,-,-,Additional shipment,5.86,5.87,-0.01,OK,
