ID del pedido,Seguimiento courier,Fecha de envío,Tarifa base,Peso facturable,Peso original,Contra reembolso (COD),Dimensión,Combustible,Paquetes,Seguro,Zona remota,Corrección de dirección,Derechos de exportación,Otros,Total mensajería,Total original,Fecha de recogida,Fecha de entrega,Días en tránsito,Días en tránsito (SLA),Razón,Sobrecargo total,Total esperado (checker),Sobrecargo (checker),Veredicto (checker),Razón (checker)
ES26019156,4426917,21.05.2026,4.33,13.05,13.05,0,0,0.0,0.3,0,0,0,0,0.0,7.34,4.63,15.04.2026,16.04.2026,1,1,Rate; Fuel; Dimensions; Parcels; Other,0.01,7.34,0.0,OK,
ES26019674,4458707,21.05.2026,2.96,3.42,0.1,0,0,0.0,0.0,0,0,0,0,0.0,3.98,2.96,16.04.2026,17.04.2026,1,1,Rate; Fuel; Dimensions; Parcels; Other; ShipmentWeight,0.02,3.98,0.0,OK,
Z97X-2604-172391,4237237,04.07.2026,8.25,0.5,-,0,0,0.58,0.0,0,0,0,0,0.0,10.26,8.83,08.04.2026,13.04.2026,5,4,Fuel; Dimensions; Parcels; Other; ShipmentWeight,0.03,10.26,0.0,OK,
Z97X-2604-172393,4237661,04.07.2026,8.25,1.0,-,0,0,0.58,0.0,0,0,0,0,0.0,10.26,8.83,07.04.2026,09.04.2026,2,4,Fuel; Dimensions; Parcels; Other; ShipmentWeight,0.03,10.26,0.0,OK,
ES26022527,4739208,21.05.2026,8.66,1.13,0.19,0,0,1.65,0.0,0,0,0,0,0.0,11.76,10.31,29.04.2026,05.05.2026,6,4,Rate; Fuel; Dimensions; Parcels; Other; ShipmentWeight,0.05,11.76,0.0,OK,Peso
ES26022533,4739449,21.05.2026,8.66,1.06,0.26,0,0,1.65,0.0,0,0,0,0,0.0,11.76,10.31,29.04.2026,05.05.2026,6,4,Rate; Fuel; Dimensions; Parcels; Other; ShipmentWeight,0.05,11.76,0.0,OK,Peso
ES26022609,4750945,21.05.2026,8.66,1.06,0.5,0,0,1.65,0.0,0,0,0,0,0.0,11.76,10.31,29.04.2026,04.05.2026,5,4,Rate; Fuel; Dimensions; Parcels; Other; ShipmentWeight,0.05,11.76,0.0,OK,Peso
ES26022783,4769262,21.05.2026,5.81,1.0,1,0,0,1.51,0.0,0,0,0,0,0.0,7.34,7.32,30.04.2026,11.05.2026,11,2,Dimensions; Parcels; Other,0.05,7.34,0.0,OK,
ES26016695,4159958,04.01.2026,8.66,0.14,0.1,0,0,0.61,0.0,0,0,0,0,0.0,10.75,9.27,01.04.2026,07.04.2026,6,4,Fuel; Dimensions; Parcels; Other; ShipmentWeight,0.08,10.75,0.0,OK,
ES26016876,4166585,04.01.2026,8.66,0.99,0.46,0,0,0.61,0.0,0,0,0,0,0.0,10.75,9.27,02.04.2026,08.04.2026,7,4,Fuel; Dimensions; Parcels; Other; ShipmentWeight,0.08,10.75,0.0,OK,Peso
ES26016916,4169363,04.01.2026,8.66,0.52,0.06,0,0,0.61,0.0,0,0,0,0,0.0,10.75,9.27,01.04.2026,07.04.2026,6,4,Fuel; Dimensions; Parcels; Other; ShipmentWeight,0.08,10.75,0.0,OK,
Z97X-2604-172390,4237061,04.07.2026,8.66,0.4,-,0,0,0.61,0.0,0,0,0,0,0.0,10.75,9.27,08.04.2026,13.04.2026,5,4,Fuel; Dimensions; Parcels; Other; ShipmentWeight,0.08,10.75,0.0,OK,
Z97X-2604-172395,4237799,04.07.2026,8.66,1.0,-,0,0,0.61,0.0,0,0,0,0,0.0,10.75,9.27,07.04.2026,21.05.2026,0,4,Fuel; Dimensions; Parcels; Other; ShipmentWeight,0.08,10.75,0.0,OK,
ES26022893,4780937,21.05.2026,6.56,1.88,1.15,0,0,1.71,0.0,0,0,0,0,0.0,8.21,8.27,30.04.2026,02.05.2026,2,2,Dimensions; Parcels; Other; ShipmentWeight,0.1,8.21,0.0,OK,Peso
ES26022352,4712280,21.05.2026,8.25,1.97,0.36,0,0,1.57,0.0,0,0,0,0,0.0,11.33,9.82,28.04.2026,30.04.2026,2,4,Rate; Fuel; Dimensions; Parcels; Other; ShipmentWeight,0.11,11.33,0.0,OK,Peso
ES26019746,4462499,21.05.2026,2.96,0.1,0.1,0,0,0.0,0.0,0,3,0,0,0.0,7.12,2.96,16.04.2026,17.04.2026,1,1,Rate; Fuel; Dimensions; Parcels; Other,0.16,7.12,0.0,OK,
ES26019928,4478073,21.05.2026,3.18,4.96,4.21,0,0,0.82,0.0,0,0,0,0,0.0,4.69,4.0,17.04.2026,20.04.2026,3,1,Rate; Dimensions; Parcels; Other; ShipmentWeight,0.18,4.69,0.0,OK,
ES26016878,4166634,04.01.2026,9.47,1.6,1.96,0,0,0.66,0.0,0,0,0,0,0.0,11.72,10.13,01.04.2026,03.04.2026,2,4,Fuel; Dimensions; Parcels; Other,0.19,11.72,0.0,OK,
ES26016917,4169434,04.01.2026,9.47,1.2,1.56,0,0,0.66,0.0,0,0,0,0,0.0,11.72,10.13,01.04.2026,03.04.2026,2,4,Fuel; Dimensions; Parcels; Other,0.19,11.72,0.0,OK,
ES26018185,4334082,04.10.2026,3.47,1.64,1,0,0,0.0,0.0,0,0,0,0,0.0,4.66,3.47,10.04.2026,15.04.2026,5,1,Rate; Fuel; Dimensions; Parcels; Other; ShipmentWeight,0.19,4.66,0.0,OK,Peso
ES26016447,9813968,21.05.2026,9.47,1.91,1.13,0,0,0.66,0.0,0,0,0,0,0.0,11.32,10.13,31.03.2026,21.05.2026,0,4,Fuel; Dimensions; Parcels; Other; ShipmentWeight,0.19,11.32,0.0,OK,Peso
ES26018540,4366180,21.05.2026,2.96,1.43,1,0,0,0.0,0.0,0,0,0,0,0.0,4.16,2.96,13.04.2026,14.04.2026,1,1,Rate; Fuel; Dimensions; Parcels; Other; ShipmentWeight,0.2,4.17,-0.01,OK,
ES26019044,4411580,21.05.2026,2.96,1.64,1,0,0,0.0,0.0,0,0,0,0,0.0,4.16,2.96,14.04.2026,15.04.2026,1,1,Rate; Fuel; Dimensions; Parcels; Other; ShipmentWeight,0.2,4.17,-0.01,OK,Peso
ES26019394,4440653,21.05.2026,2.96,1.59,0.1,0,0,0.0,0.0,0,0,0,0,0.0,4.16,2.96,15.04.2026,16.04.2026,1,1,Rate; Fuel; Dimensions; Parcels; Other; ShipmentWeight,0.2,4.17,-0.01,OK,
ES26017965,4326551,04.10.2026,2.96,1.6,0.1,0,0,0.0,0.0,0,0,0,0,0.0,4.17,2.96,10.04.2026,13.04.2026,3,1,Rate; Fuel; Dimensions; Parcels; Other; ShipmentWeight,0.21,4.17,0.0,OK,
ES26018514,4365351,21.05.2026,3.02,4.83,3.49,0,0,0.0,0.0,0,0,0,0,0.0,4.23,3.02,13.04.2026,14.04.2026,1,1,Rate; Fuel; Dimensions; Parcels; Other; ShipmentWeight,0.21,4.23,0.0,OK,
ES26018804,4399068,21.05.2026,3.02,5.86,2.2,0,0,0.0,0.2,0,0,0,0,0.0,5.23,3.22,14.04.2026,17.04.2026,3,1,Rate; Fuel; Dimensions; Parcels; Other; ShipmentWeight,0.21,5.23,0.0,OK,Peso
ES26019011,4408318,21.05.2026,2.96,2.15,0.1,0,0,0.0,0.0,0,0,0,0,0.0,4.17,2.96,14.04.2026,15.04.2026,1,1,Rate; Fuel; Dimensions; Parcels; Other; ShipmentWeight,0.21,4.17,0.0,OK,
ES26019013,4408341,21.05.2026,2.96,2.2,0.1,0,0,0.0,0.0,0,0,0,0,0.0,4.17,2.96,14.04.2026,15.04.2026,1,1,Rate; Fuel; Dimensions; Parcels; Other; ShipmentWeight,0.21,4.17,0.0,OK,
ES26019014,4408369,21.05.2026,2.96,2.2,0.1,0,0,0.0,0.0,0,0,0,0,0.0,4.17,2.96,14.04.2026,15.04.2026,1,1,Rate; Fuel; Dimensions; Parcels; Other; ShipmentWeight,0.21,4.17,0.0,OK,
ES26019015,4408444,21.05.2026,2.96,2.2,0.1,0,0,0.0,0.0,0,0,0,0,0.0,4.17,2.96,14.04.2026,15.04.2026,1,1,Rate; Fuel; Dimensions; Parcels; Other; ShipmentWeight,0.21,4.17,0.0,OK,
ES26019019,4409102,21.05.2026,2.96,2.25,0.1,0,0,0.0,0.0,0,0,0,0,0.0,4.17,2.96,14.04.2026,15.04.2026,1,1,Rate; Fuel; Dimensions; Parcels; Other; ShipmentWeight,0.21,4.17,0.0,OK,
ES26019026,4409382,21.05.2026,2.96,2.2,0.1,0,0,0.0,0.0,0,0,0,0,0.0,4.17,2.96,14.04.2026,15.04.2026,1,1,Rate; Fuel; Dimensions; Parcels; Other; ShipmentWeight,0.21,4.17,0.0,OK,
ES26019446,4443931,21.05.2026,3.02,5.0,3.47,0,0,0.0,0.0,0,0,0,0,0.0,4.23,3.02,15.04.2026,16.04.2026,1,1,Rate; Fuel; Dimensions; Parcels; Other; ShipmentWeight,0.21,4.23,0.0,OK,
ES26019734,4461871,21.05.2026,2.96,2.05,0.1,0,0,0.0,0.0,0,0,0,0,0.0,4.17,2.96,16.04.2026,17.04.2026,1,1,Rate; Fuel; Dimensions; Parcels; Other; ShipmentWeight,0.21,4.17,0.0,OK,
ES26017591,4287099,04.08.2026,8.66,1.13,0.62,0,0,1.69,0.0,0,0,0,0,0.0,11.97,10.35,09.04.2026,15.04.2026,6,4,Rate; Fuel; Dimensions; Parcels; Other; ShipmentWeight,0.22,11.97,0.0,OK,Peso
ES26017594,4287290,04.08.2026,8.66,1.13,0.36,0,0,1.69,0.0,0,0,0,0,0.0,11.97,10.35,10.04.2026,16.04.2026,6,4,Rate; Fuel; Dimensions; Parcels; Other; ShipmentWeight,0.22,11.97,0.0,OK,Peso
ES26017597,4287411,04.08.2026,8.66,1.17,0.2,0,0,1.69,0.0,0,0,0,0,0.0,11.97,10.35,09.04.2026,14.04.2026,5,4,Rate; Fuel; Dimensions; Parcels; Other; ShipmentWeight,0.22,11.97,0.0,OK,Peso
ES26017598,4287422,04.08.2026,8.66,1.06,0.13,0,0,1.69,0.0,0,0,0,0,0.0,11.97,10.35,09.04.2026,14.04.2026,5,4,Rate; Fuel; Dimensions; Parcels; Other; ShipmentWeight,0.22,11.97,0.0,OK,Peso
ES26017754,4304869,04.09.2026,8.66,1.08,1,0,0,1.69,0.0,0,0,0,0,0.0,11.97,10.35,09.04.2026,14.04.2026,5,4,Rate; Fuel; Dimensions; Parcels; Other; ShipmentWeight,0.22,11.97,0.0,OK,
ES26022438,4733312,21.05.2026,3.39,3.35,0.1,0,0,0.88,0.0,0,0,0,0,0.0,4.96,4.27,29.04.2026,30.04.2026,1,1,Rate; Dimensions; Parcels; Other; ShipmentWeight,0.23,4.96,0.0,OK,
ES26016755,4161394,04.01.2026,2.96,1.6,1.14,0,0,0.21,0.0,0,0,0,0,0.0,4.42,3.17,01.04.2026,08.04.2026,7,1,Rate; Fuel; Dimensions; Parcels; Other; ShipmentWeight,0.25,4.42,0.0,OK,
ES26016762,4161440,04.01.2026,2.96,1.41,1,0,0,0.21,0.0,0,0,0,0,0.0,4.42,3.17,01.04.2026,02.04.2026,1,1,Rate; Fuel; Dimensions; Parcels; Other; ShipmentWeight,0.25,4.42,0.0,OK,
ES26018121,4330720,04.10.2026,2.96,4.8,0.1,0,0,0.0,0.0,0,0,0,0,0.0,4.23,2.96,10.04.2026,13.04.2026,3,1,Rate; Fuel; Dimensions; Parcels; Other; ShipmentWeight,0.27,4.23,0.0,OK,
ES26017483,4273353,04.08.2026,8.25,0.48,1,0,0,0.58,0.0,0,0,0,0,0.0,10.51,8.83,08.04.2026,11.04.2026,3,4,Fuel; Dimensions; Parcels; Other,0.28,10.51,0.0,OK,
ES26017484,4273372,04.08.2026,8.25,0.55,1,0,0,0.58,0.0,0,0,0,0,0.0,10.51,8.83,08.04.2026,13.04.2026,5,4,Fuel; Dimensions; Parcels; Other,0.28,10.51,0.0,OK,
ES26017489,4273533,04.08.2026,8.25,0.55,1,0,0,0.58,0.0,0,0,0,0,0.0,10.51,8.83,08.04.2026,11.04.2026,3,4,Fuel; Dimensions; Parcels; Other,0.28,10.51,0.0,OK,
ES26017493,4273649,04.08.2026,8.25,0.55,1,0,0,0.58,0.0,0,0,0,0,0.0,10.51,8.83,08.04.2026,13.04.2026,5,4,Fuel; Dimensions; Parcels; Other,0.28,10.51,0.0,OK,
ES26017494,4273715,04.08.2026,8.25,0.52,1,0,0,0.58,0.0,0,0,0,0,0.0,10.51,8.83,08.04.2026,13.04.2026,5,4,Fuel; Dimensions; Parcels; Other,0.28,10.51,0.0,OK,
ES26017518,4275305,04.08.2026,8.25,0.55,1,0,0,0.58,0.0,0,0,0,0,0.0,10.51,8.83,08.04.2026,13.04.2026,5,4,Fuel; Dimensions; Parcels; Other,0.28,10.51,0.0,OK,
ES26017378,4270957,04.08.2026,3.18,4.68,4.07,0,0,0.22,0.0,0,0,0,0,0.0,4.7,3.4,08.04.2026,09.04.2026,1,1,Rate; Fuel; Dimensions; Parcels; Other; ShipmentWeight,0.3,4.7,0.0,OK,
ES26018769,4397542,21.05.2026,3.18,5.64,5.64,0,0,0.0,0.2,0,0,0,0,0.0,5.48,3.38,14.04.2026,15.04.2026,1,1,Rate; Fuel; Dimensions; Parcels; Other,0.3,5.48,0.0,OK,
ES26022066,4676012,21.05.2026,8.66,1.13,0.29,0,0,1.65,0.0,0,0,0,0,0.0,12.01,10.31,27.04.2026,30.04.2026,3,4,Rate; Fuel; Dimensions; Parcels; Other; ShipmentWeight,0.3,12.01,0.0,OK,Peso
ES26022070,4676143,21.05.2026,8.66,1.13,0.23,0,0,1.65,0.0,0,0,0,0,0.0,12.01,10.31,27.04.2026,30.04.2026,3,4,Rate; Fuel; Dimensions; Parcels; Other; ShipmentWeight,0.3,12.01,0.0,OK,Peso
ES26022077,4676296,21.05.2026,8.66,1.13,0.22,0,0,1.65,0.0,0,0,0,0,0.0,12.01,10.31,27.04.2026,29.04.2026,2,4,Rate; Fuel; Dimensions; Parcels; Other; ShipmentWeight,0.3,12.01,0.0,OK,Peso
ES26018202,4335145,04.10.2026,3.18,5.51,4.28,0,0,0.0,0.2,0,0,0,0,0.0,5.49,3.38,10.04.2026,13.04.2026,3,1,Rate; Fuel; Dimensions; Parcels; Other; ShipmentWeight,0.31,5.49,0.0,OK,
ES26018206,4335239,04.10.2026,3.02,5.08,3.13,0,0,0.0,0.2,0,0,0,0,0.0,5.34,3.22,10.04.2026,13.04.2026,3,1,Rate; Fuel; Dimensions; Parcels; Other; ShipmentWeight,0.32,5.34,0.0,OK,Peso
ES26020426,4518978,21.05.2026,4.33,14.0,11.73,0,0,1.12,0.2,0,0,0,0,0.0,7.19,5.65,20.04.2026,21.04.2026,1,1,Rate; Dimensions; Parcels; Other; ShipmentWeight,0.32,7.19,0.0,OK,
ES26016904,4167831,04.01.2026,8.66,0.5,0.2,0,0,0.61,0.0,0,0,0,0,0.0,11.0,9.27,01.04.2026,07.04.2026,6,4,Fuel; Dimensions; Parcels; Other; ShipmentWeight,0.33,11.0,0.0,OK,
ES26016911,4169163,04.01.2026,8.66,0.5,0.09,0,0,0.61,0.0,0,0,0,0,0.0,11.0,9.27,01.04.2026,07.04.2026,6,4,Fuel; Dimensions; Parcels; Other; ShipmentWeight,0.33,11.0,0.0,OK,
ES26017029,4175939,04.01.2026,8.66,0.33,0.1,0,0,0.61,0.0,0,0,0,0,0.0,11.0,9.27,01.04.2026,03.04.2026,2,4,Fuel; Dimensions; Parcels; Other; ShipmentWeight,0.33,11.0,0.0,OK,
ES26017477,4273175,04.08.2026,8.66,0.48,1,0,0,0.61,0.0,0,0,0,0,0.0,11.0,9.27,08.04.2026,13.04.2026,5,4,Fuel; Dimensions; Parcels; Other,0.33,11.0,0.0,OK,
ES26017490,4273547,04.08.2026,8.66,0.55,1,0,0,0.61,0.0,0,0,0,0,0.0,11.0,9.27,08.04.2026,13.04.2026,5,4,Fuel; Dimensions; Parcels; Other,0.33,11.0,0.0,OK,
ES26017491,4273550,04.08.2026,8.66,0.99,0.09,0,0,0.61,0.0,0,0,0,0,0.0,11.0,9.27,08.04.2026,13.04.2026,5,4,Fuel; Dimensions; Parcels; Other; ShipmentWeight,0.33,11.0,0.0,OK,
ES26017504,4273957,04.08.2026,8.66,0.37,0.1,0,0,0.61,0.0,0,0,0,0,0.0,11.0,9.27,08.04.2026,13.04.2026,5,4,Fuel; Dimensions; Parcels; Other; ShipmentWeight,0.33,11.0,0.0,OK,
ES26017508,4274065,04.08.2026,8.66,0.6,1,0,0,0.61,0.0,0,0,0,0,0.0,11.0,9.27,08.04.2026,13.04.2026,5,4,Fuel; Dimensions; Parcels; Other,0.33,11.0,0.0,OK,
ES26017509,4274107,04.08.2026,8.66,0.82,1,0,0,0.61,0.0,0,0,0,0,0.0,11.0,9.27,08.04.2026,10.04.2026,2,4,Fuel; Dimensions; Parcels; Other,0.33,11.0,0.0,OK,
ES26017512,4274320,04.08.2026,8.66,0.86,0.1,0,0,0.61,0.0,0,0,0,0,0.0,11.0,9.27,08.04.2026,10.04.2026,2,4,Fuel; Dimensions; Parcels; Other; ShipmentWeight,0.33,11.0,0.0,OK,
ES26017513,4274440,04.08.2026,8.66,0.55,0.1,0,0,0.61,0.0,0,0,0,0,0.0,11.0,9.27,08.04.2026,13.04.2026,5,4,Fuel; Dimensions; Parcels; Other; ShipmentWeight,0.33,11.0,0.0,OK,
ES26017519,4275335,04.08.2026,8.66,0.5,1,0,0,0.61,0.0,0,0,0,0,0.0,11.0,9.27,08.04.2026,13.04.2026,5,4,Fuel; Dimensions; Parcels; Other,0.33,11.0,0.0,OK,
ES26017555,4276756,04.08.2026,8.66,0.86,0.1,0,0,0.61,0.0,0,0,0,0,0.0,11.0,9.27,08.04.2026,13.04.2026,5,4,Fuel; Dimensions; Parcels; Other; ShipmentWeight,0.33,11.0,0.0,OK,
ES26017620,4295403,04.09.2026,3.18,6.53,4.23,0,0,1.11,0.0,0,0,0,0,0.0,4.86,4.29,09.04.2026,10.04.2026,1,1,Rate; Dimensions; Parcels; Other; ShipmentWeight,0.33,4.86,0.0,OK,Peso
ES26019891,4474355,21.05.2026,3.18,6.83,6.83,0,0,0.82,0.0,0,0,0,0,0.0,4.85,4.0,17.04.2026,20.04.2026,3,1,Rate; Dimensions; Parcels; Other,0.33,4.85,0.0,OK,
ES26017567,4282984,04.08.2026,3.02,4.8,3.01,0,0,1.06,0.0,0,0,0,0,0.0,4.7,4.08,08.04.2026,09.04.2026,1,1,Rate; Dimensions; Parcels; Other; ShipmentWeight,0.34,4.7,0.0,OK,Peso
ES26019154,4426767,21.05.2026,3.18,5.04,4.82,0,0,0.0,0.0,0,0,0,0,0.0,4.54,3.18,15.04.2026,16.04.2026,1,1,Rate; Fuel; Dimensions; Parcels; Other; ShipmentWeight,0.36,4.54,0.0,OK,
ES26019452,4444069,21.05.2026,3.18,5.79,5.79,0,0,0.0,0.0,0,0,0,0,0.0,4.54,3.18,15.04.2026,16.04.2026,1,1,Rate; Fuel; Dimensions; Parcels; Other,0.36,4.54,0.0,OK,
ES26017487,4273414,04.08.2026,8.9,1.97,1.13,0,0,0.62,0.0,0,0,0,0,0.0,11.29,9.52,08.04.2026,10.04.2026,2,4,Fuel; Dimensions; Parcels; Other; ShipmentWeight,0.37,11.29,0.0,OK,Peso
ES26017825,4314559,04.09.2026,3.18,5.2,5.2,0,0,0.0,0.0,0,0,0,0,0.0,4.55,3.18,09.04.2026,10.04.2026,1,1,Rate; Fuel; Dimensions; Parcels; Other,0.37,4.55,0.0,OK,
Z97X-2604-172350,4229425,04.07.2026,2.96,5.4,-,0,0,0.21,0.0,0,0,0,0,0.0,4.55,3.17,07.04.2026,08.04.2026,1,1,Rate; Fuel; Dimensions; Parcels; Other; ShipmentWeight,0.38,4.55,0.0,OK,
Z97X-2604-172406,4248714,04.07.2026,2.96,5.4,-,0,0,0.21,0.0,0,0,0,0,0.0,4.55,3.17,08.04.2026,09.04.2026,1,1,Rate; Fuel; Dimensions; Parcels; Other; ShipmentWeight,0.38,4.55,0.0,OK,
ES26018762,4397224,21.05.2026,3.18,6.74,6.73,0,0,0.0,0.2,0,0,0,0,0.0,5.58,3.38,14.04.2026,15.04.2026,1,1,Rate; Fuel; Dimensions; Parcels; Other; ShipmentWeight,0.4,5.58,0.0,OK,
ES26018754,4394840,21.05.2026,3.02,3.47,3.1,0,0,0.0,0.0,0,0,0,0,0.0,4.43,3.02,14.04.2026,15.04.2026,1,1,Rate; Fuel; Dimensions; Parcels; Other; ShipmentWeight,0.41,4.43,0.0,OK,
ES26019729,4461681,21.05.2026,3.02,3.31,3.31,0,0,0.0,0.0,0,0,0,0,0.0,4.43,3.02,16.04.2026,17.04.2026,1,1,Rate; Fuel; Dimensions; Parcels; Other,0.41,4.43,0.0,OK,
ES26016908,4168223,04.01.2026,9.47,1.3,1.1,0,0,0.66,0.0,0,0,0,0,0.0,11.97,10.13,01.04.2026,03.04.2026,2,4,Fuel; Dimensions; Parcels; Other; ShipmentWeight,0.44,11.97,0.0,OK,
ES26016860,4165741,04.01.2026,3.18,6.9,6.9,0,0,0.22,0.0,0,0,0,0,0.0,4.86,3.4,01.04.2026,02.04.2026,1,1,Rate; Fuel; Dimensions; Parcels; Other,0.46,4.86,0.0,OK,
ES26016964,4172123,04.01.2026,3.18,6.77,6.39,0,0,0.22,0.0,0,0,0,0,0.0,4.86,3.4,01.04.2026,02.04.2026,1,1,Rate; Fuel; Dimensions; Parcels; Other; ShipmentWeight,0.46,4.86,0.0,OK,
ES26016977,4172496,04.01.2026,3.18,6.55,5.23,0,0,0.22,0.0,0,0,0,0,0.0,4.86,3.4,01.04.2026,02.04.2026,1,1,Rate; Fuel; Dimensions; Parcels; Other; ShipmentWeight,0.46,4.86,0.0,OK,
ES26017080,4179523,04.01.2026,3.18,7.0,5.47,0,0,0.22,0.0,0,0,0,0,0.0,4.86,3.4,01.04.2026,02.04.2026,1,1,Rate; Fuel; Dimensions; Parcels; Other; ShipmentWeight,0.46,4.86,0.0,OK,
ES26019022,4409202,21.05.2026,2.96,2.2,0.1,0,0,0.0,0.0,0,0,0,0,0.0,4.42,2.96,14.04.2026,15.04.2026,1,1,Rate; Fuel; Dimensions; Parcels; Other; ShipmentWeight,0.46,4.42,0.0,OK,
ES26019133,4424424,21.05.2026,2.96,3.65,0.1,0,0,0.0,0.0,0,0,0,0,0.0,4.43,2.96,15.04.2026,16.04.2026,1,1,Rate; Fuel; Dimensions; Parcels; Other; ShipmentWeight,0.47,4.43,0.0,OK,
ES26019818,4467954,21.05.2026,2.96,3.37,1,0,0,0.0,0.0,0,0,0,0,0.0,4.43,2.96,17.04.2026,20.04.2026,3,1,Rate; Fuel; Dimensions; Parcels; Other; ShipmentWeight,0.47,4.43,0.0,OK,Peso
ES26018191,4334376,04.10.2026,2.96,3.37,0.1,0,0,0.0,0.0,0,0,0,0,0.0,4.44,2.96,10.04.2026,13.04.2026,3,1,Rate; Fuel; Dimensions; Parcels; Other; ShipmentWeight,0.48,4.44,0.0,OK,
ES26018207,4335296,04.10.2026,2.96,4.0,1.36,0,0,0.0,0.0,0,0,0,0,0.0,4.44,2.96,10.04.2026,13.04.2026,3,1,Rate; Fuel; Dimensions; Parcels; Other; ShipmentWeight,0.48,4.44,0.0,OK,Peso
ES26017627,4295623,04.09.2026,3.18,5.3,5.3,0,0,1.11,0.0,0,0,0,0,0.0,5.04,4.29,09.04.2026,10.04.2026,1,1,Rate; Dimensions; Parcels; Other,0.5,5.04,0.0,OK,
ES26017698,4299284,04.09.2026,24.42,23.2,30.59,0,0,4.77,0.0,0,0,0,0,0.0,29.12,29.19,09.04.2026,21.05.2026,0,4,Dimensions; Parcels; Other,0.5,28.83,0.29,OK,Combustible
ES26018760,4397171,21.05.2026,3.18,8.85,7.11,0,0,0.0,0.2,0,0,0,0,0.0,5.68,3.38,14.04.2026,15.04.2026,1,1,Rate; Fuel; Dimensions; Parcels; Other; ShipmentWeight,0.5,5.69,-0.01,OK,
ES26018998,4407401,21.05.2026,3.18,8.72,6.8,0,0,0.0,0.2,0,0,0,0,0.0,5.68,3.38,14.04.2026,21.05.2026,0,1,Rate; Fuel; Dimensions; Parcels; Other; ShipmentWeight,0.5,5.69,-0.01,OK,
ES26022545,4740762,21.05.2026,3.39,0.1,0.1,0,0,0.88,0.0,0,0,0,0,0.0,5.3,4.27,29.04.2026,30.04.2026,1,1,Dimensions; Parcels; Other,0.5,5.17,0.13,OK,Combustible
ES26018376,4347683,04.11.2026,2.96,4.09,0.1,0,0,0.0,0.0,0,0,0,0,0.0,4.48,2.96,13.04.2026,14.04.2026,1,1,Rate; Fuel; Dimensions; Parcels; Other; ShipmentWeight,0.52,4.48,0.0,OK,
ES26018525,4365811,21.05.2026,3.02,5.2,3.72,0,0,0.0,0.0,0,0,0,0,0.0,4.54,3.02,13.04.2026,14.04.2026,1,1,Rate; Fuel; Dimensions; Parcels; Other; ShipmentWeight,0.52,4.54,0.0,OK,
ES26019730,4461705,21.05.2026,3.02,5.21,3.1,0,0,0.0,0.0,0,0,0,0,0.0,4.54,3.02,16.04.2026,17.04.2026,1,1,Rate; Fuel; Dimensions; Parcels; Other; ShipmentWeight,0.52,4.54,0.0,OK,Peso
Z97X-2604-173077,4315459,04.09.2026,3.02,5.4,3.24,0,0,0.0,0.0,0,0,0,0,0.0,4.55,3.02,09.04.2026,10.04.2026,1,1,Rate; Fuel; Dimensions; Parcels; Other; ShipmentWeight,0.53,4.55,0.0,OK,Peso
ES26018124,4332155,04.10.2026,3.02,5.4,3.24,0,0,0.0,0.0,0,0,0,0,0.0,4.55,3.02,13.04.2026,14.04.2026,2,1,Rate; Fuel; Dimensions; Parcels; Other; ShipmentWeight,0.53,4.55,0.0,OK,Peso
ES26018231,4346104,04.11.2026,3.02,5.04,3.89,0,0,0.0,0.0,0,0,0,0,0.0,4.55,3.02,13.04.2026,14.04.2026,1,1,Rate; Fuel; Dimensions; Parcels; Other; ShipmentWeight,0.53,4.55,0.0,OK,
ES26017789,4307789,04.09.2026,8.25,2.38,0.76,0,0,1.61,0.0,0,0,0,0,0.0,11.81,9.86,09.04.2026,13.04.2026,4,4,Rate; Fuel; Dimensions; Parcels; Other; ShipmentWeight,0.55,11.81,0.0,OK,Peso
ES26016887,4166826,04.01.2026,12.44,5.92,5.61,0,0,0.87,0.0,0,0,0,0,0.0,15.27,13.31,01.04.2026,03.04.2026,2,4,Fuel; Dimensions; Parcels; Other; ShipmentWeight,0.56,15.27,0.0,OK,
ES26018724,4380085,21.05.2026,3.02,6.98,3.28,0,0,0.0,0.2,0,0,0,0,0.0,5.58,3.22,13.04.2026,14.04.2026,1,1,Rate; Fuel; Dimensions; Parcels; Other; ShipmentWeight,0.56,5.58,0.0,OK,Peso
Z97X-2604-173660,4347713,04.11.2026,9.47,0.6,3.24,0,0,0.0,0.0,0,0,0,0,0.0,9.81,9.47,13.04.2026,16.04.2026,3,3,Fuel; Dimensions; Parcels; Other,0.57,9.77,0.04,OK,Combustible
ES26019899,4475840,21.05.2026,9.06,2.33,0.62,0,0,1.72,0.0,0,0,0,0,0.0,12.76,10.78,17.04.2026,21.04.2026,4,4,Rate; Fuel; Dimensions; Parcels; Other; ShipmentWeight,0.58,12.76,0.0,OK,Peso
ES26019903,4476556,21.05.2026,9.06,2.33,1,0,0,1.72,0.0,0,0,0,0,0.0,12.76,10.78,17.04.2026,22.04.2026,5,4,Rate; Fuel; Dimensions; Parcels; Other; ShipmentWeight,0.58,12.76,0.0,OK,Peso
ES26019911,4477092,21.05.2026,3.18,5.91,5.91,0,0,0.82,0.0,0,0,0,0,0.0,5.13,4.0,17.04.2026,20.04.2026,3,1,Rate; Dimensions; Parcels; Other,0.59,5.13,0.0,OK,
